Time sec,Strain 1 %,,Time res,,Resistencia
1412.524,-1.279738,,60027,2737.09,0.038952
1413.524,-1.307317,,60029.41,2739.5,0.039193
1414.524,-1.335311,,60031.81,2741.9,0.039355
1415.524,-1.365493,,60033.05,2743.14,0.039428
1416.524,-1.39565,,60035.42,2745.51,0.039538
1417.524,-1.425309,,60036.63,2746.72,0.039686
1418.524,-1.456374,,60037.83,2747.92,0.039812
1419.524,-1.486709,,60040.23,2750.32,0.039859
1420.524,-1.519883,,60041.44,2751.53,0.040175
1421.524,-1.552893,,60042.64,2752.73,0.040077
1422.524,-1.585289,,60045.05,2755.14,0.040446
1423.524,-1.618781,,60046.25,2756.34,0.040269
1424.524,-1.651606,,60047.45,2757.54,0.04052
1425.524,-1.684321,,60049.86,2759.95,0.040249
1426.524,-1.718977,,60052.27,2762.36,0.040307
1427.524,-1.752065,,60053.47,2763.56,0.040243
1428.524,-1.78559,,60054.67,2764.76,0.040222
1429.524,-1.820327,,60055.88,2765.97,0.040228
1430.524,-1.853372,,60058.28,2768.37,0.040395
1431.524,-1.887113,,60060.69,2770.78,0.040513
1432.524,-1.921822,,60061.89,2771.98,0.040391
1433.524,-1.955383,,60063.09,2773.18,0.04023
1434.524,-1.989115,,60065.5,2775.59,0.040528
1435.524,-2.023681,,60066.7,2776.79,0.040457
1436.524,-2.057356,,60069.11,2779.2,0.04039
1437.524,-2.092683,,60070.31,2780.4,0.040451
1438.524,-2.126796,,60072.72,2782.81,0.040473
1439.524,-2.161071,,60073.92,2784.01,0.04025
1440.524,-2.194417,,60075.13,2785.22,0.040449
1441.524,-2.22829,,60076.33,2786.42,0.040476
1442.524,-2.260597,,60078.73,2788.82,0.040401
1443.524,-2.293802,,60081.14,2791.23,0.040327
1444.524,-2.326012,,60082.34,2792.43,0.040223
1445.524,-2.359968,,60083.55,2793.64,0.040309
1446.524,-2.391322,,60084.75,2794.84,0.04035
1447.524,-2.424262,,60085.95,2796.04,0.040367
1448.524,-2.455793,,60088.36,2798.45,0.040251
1449.524,-2.488616,,60090.77,2800.86,0.040155
1450.524,-2.520802,,60091.98,2802.07,0.039833
1451.524,-2.551804,,60094.38,2804.47,0.039577
1452.524,-2.584338,,60095.58,2805.67,0.039345
1453.524,-2.61696,,60097.98,2808.07,0.038684
1454.522,-2.650506,,60100.39,2810.48,0.038418
1455.518,-2.68176,,60101.59,2811.68,0.038037
1456.486,-2.71396,,60102.8,2812.89,0.03782
1457.476,-2.744271,,60104,2814.09,0.037427
1458.468,-2.775188,,60105.2,2815.29,0.037373
1459.454,-2.804992,,60107.61,2817.7,0.036925
1460.452,-2.833717,,60110.02,2820.11,0.036539
1461.418,-2.863391,,60111.22,2821.31,0.036336
1462.372,-2.891456,,60112.42,2822.51,0.036033
1463.328,-2.91922,,60113.63,2823.72,0.035985
1464.252,-2.948295,,60114.83,2824.92,0.0356
1465.188,-2.976899,,60117.23,2827.32,0.035533
1466.104,-3.005823,,60119.64,2829.73,0.035231
1467.058,-3.036212,,60120.84,2830.93,0.035068
1468.058,-3.06853,,60123.25,2833.34,0.034689
1469.058,-3.106598,,60125.66,2835.75,0.034225
1469.532,-3.128586,,60126.86,2836.95,0.034288
1469.534,-3.128724,,60129.27,2839.36,0.033783
1469.902,-3.126254,,60130.47,2840.56,0.033768
1470.146,-3.120914,,60131.67,2841.76,0.033728
1470.436,-3.114755,,60132.88,2842.97,0.033532
1470.728,-3.107956,,60134.08,2844.17,0.033668
1471.048,-3.102182,,60136.48,2846.57,0.03364
1471.354,-3.095841,,60138.89,2848.98,0.033595
1471.692,-3.0887,,60140.09,2850.18,0.033538
1472.036,-3.080355,,60141.3,2851.39,0.03343
1472.408,-3.072007,,60142.5,2852.59,0.033339
1472.802,-3.062602,,60143.7,2853.79,0.033191
1473.202,-3.053333,,60146.11,2856.2,0.033149
1473.634,-3.042489,,60148.52,2858.61,0.033169
1474.086,-3.031468,,60149.72,2859.81,0.032899
1474.54,-3.01875,,60150.92,2861.01,0.032775
1475.008,-3.00692,,60153.33,2863.42,0.032347
1475.488,-2.994604,,60155.73,2865.82,0.03223
1475.994,-2.981556,,60158.14,2868.23,0.031909
1476.508,-2.96834,,60159.34,2869.43,0.031964
1477.04,-2.954868,,60160.55,2870.64,0.031775
1477.592,-2.940226,,60161.75,2871.84,0.031851
1478.17,-2.925424,,60162.95,2873.04,0.031942
1478.758,-2.909434,,60165.36,2875.45,0.031488
1479.376,-2.893102,,60166.56,2876.65,0.031816
1480,-2.876779,,60167.77,2877.86,0.031762
1480.652,-2.859338,,60168.97,2879.06,0.031674
1481.306,-2.841341,,60170.17,2880.26,0.031871
1481.966,-2.823395,,60172.58,2882.67,0.032059
1482.644,-2.804461,,60174.98,2885.07,0.032278
1483.348,-2.782912,,60177.39,2887.48,0.032359
1484.06,-2.7617,,60178.59,2888.68,0.032942
1484.8,-2.739949,,60179.8,2889.89,0.032966
1485.57,-2.715805,,60182.2,2892.29,0.033085
1486.364,-2.692637,,60183.41,2893.5,0.033224
1487.174,-2.667724,,60184.61,2894.7,0.033187
1488.014,-2.642424,,60185.81,2895.9,0.033232
1488.896,-2.614759,,60187.02,2897.11,0.033362
1489.812,-2.585551,,60188.22,2898.31,0.033459
1490.764,-2.555757,,60189.42,2899.51,0.033592
1491.746,-2.525051,,60191.83,2901.92,0.033682
1492.736,-2.493153,,60194.23,2904.32,0.033657
1493.736,-2.461775,,60195.44,2905.53,0.034007
1494.736,-2.428015,,60196.64,2906.73,0.033963
1495.736,-2.395482,,60197.84,2907.93,0.034296
1496.736,-2.362116,,60200.25,2910.34,0.034767
1497.736,-2.327792,,60202.66,2912.75,0.035459
1498.736,-2.293959,,60203.86,2913.95,0.035753
1499.736,-2.260125,,60205.06,2915.15,0.036152
1500.736,-2.225301,,60207.47,2917.56,0.036804
1501.736,-2.189769,,60208.67,2918.76,0.037147
1502.736,-2.15451,,60209.88,2919.97,0.037361
1503.736,-2.11902,,60211.08,2921.17,0.037741
1504.736,-2.083344,,60213.48,2923.57,0.038143
1505.736,-2.046845,,60215.89,2925.98,0.038596
1506.736,-2.01075,,60217.09,2927.18,0.038797
1507.736,-1.974988,,60219.5,2929.59,0.039091
1508.736,-1.939379,,60220.7,2930.79,0.03914
1509.736,-1.903583,,60223.11,2933.2,0.039187
1510.736,-1.868009,,60224.31,2934.4,0.039359
1511.736,-1.831795,,60225.52,2935.61,0.039641
1512.736,-1.795984,,60226.72,2936.81,0.039563
1513.736,-1.759803,,60227.92,2938.01,0.039799
1514.736,-1.723135,,60230.33,2940.42,0.040014
1515.736,-1.68623,,60232.73,2942.82,0.040297
1516.736,-1.650095,,60233.94,2944.03,0.040296
1517.736,-1.614925,,60235.14,2945.23,0.040479
1518.736,-1.579295,,60236.34,2946.43,0.040637
1519.736,-1.544923,,60237.55,2947.64,0.040645
1520.736,-1.510822,,60238.75,2948.84,0.040749
1521.736,-1.477597,,60239.95,2950.04,0.04054
1522.736,-1.44496,,60241.16,2951.25,0.040696
1523.736,-1.412621,,60242.36,2952.45,0.040698
1524.736,-1.381074,,60244.77,2954.86,0.040698
1525.736,-1.348486,,60245.97,2956.06,0.040606
1526.736,-1.317924,,60247.17,2957.26,0.040847
1527.736,-1.28756,,60249.58,2959.67,0.040706
1528.736,-1.257767,,60251.98,2962.07,0.040727
1529.736,-1.229257,,60254.39,2964.48,0.040678
1530.736,-1.201555,,60255.59,2965.68,0.040743
1531.736,-1.173754,,60258,2968.09,0.040895
1532.736,-1.146794,,60259.2,2969.29,0.040726
1533.736,-1.120535,,60261.61,2971.7,0.040733
1534.736,-1.095637,,60262.81,2972.9,0.040934
1535.736,-1.071192,,60264.02,2974.11,0.040997
1536.736,-1.04653,,60266.42,2976.51,0.04081
1537.736,-1.02359,,60267.63,2977.72,0.040696
1538.736,-1.002168,,60268.83,2978.92,0.040774
1539.736,-0.9822844,,60271.23,2981.32,0.040674
1540.736,-0.9621887,,60273.64,2983.73,0.040903
1541.736,-0.9444072,,60276.05,2986.14,0.040931
1542.736,-0.928065,,60277.25,2987.34,0.040855
1543.736,-0.9136844,,60278.45,2988.54,0.040818
1544.736,-0.9009691,,60279.66,2989.75,0.040511
1545.736,-0.8911024,,60280.86,2990.95,0.040753
1546.736,-0.8815169,,60282.06,2992.15,0.04067
1547.736,-0.8771759,,60284.47,2994.56,0.040319
1548.736,-0.8757862,,60285.67,2995.76,0.039771
1549.736,-0.8755314,,60286.88,2996.97,0.039709
1550.736,-0.8746099,,60288.08,2998.17,0.039701
1551.736,-0.8738222,,60290.48,3000.57,0.038993
1552.736,-0.8739166,,60292.89,3002.98,0.038414
1553.736,-0.8736786,,60294.09,3004.18,0.0381
1554.736,-0.8728743,,60296.5,3006.59,0.037757
1555.736,-0.8732278,,60297.7,3007.79,0.037427
1556.736,-0.8735676,,60298.91,3009,0.037317
1557.736,-0.8727524,,60300.11,3010.2,0.03715
1558.736,-0.8726986,,60301.31,3011.4,0.036868
1559.736,-0.8716853,,60302.52,3012.61,0.03689
1560.736,-0.871896,,60304.92,3015.01,0.036311
1561.736,-0.8723927,,60306.13,3016.22,0.036001
1562.736,-0.8709877,,60307.33,3017.42,0.035836
1563.736,-0.8724478,,60309.73,3019.82,0.035595
1564.736,-0.8725464,,60310.94,3021.03,0.035532
1565.544,-0.8714973,,60313.34,3023.43,0.034968
1565.546,-0.871478,,60315.75,3025.84,0.034803
1566.546,-0.8716177,,60318.16,3028.25,0.034474
1567.546,-0.8709919,,60320.56,3030.65,0.034074
1568.546,-0.8721858,,60321.77,3031.86,0.034142
1569.546,-0.8720845,,60322.97,3033.06,0.033969
1570.546,-0.8715592,,60324.17,3034.26,0.033892
1571.546,-0.8720373,,60325.38,3035.47,0.033763
1572.546,-0.8708629,,60326.58,3036.67,0.033741
1573.546,-0.8717587,,60328.98,3039.07,0.034137
1574.546,-0.8721737,,60331.39,3041.48,0.033718
1575.546,-0.8715612,,60332.63,3042.72,0.033562
1576.546,-0.8707,,60335,3045.09,0.033604
1577.546,-0.8719979,,60336.2,3046.29,0.033333
1578.546,-0.8714948,,60337.41,3047.5,0.033072
1579.546,-0.8716875,,60338.61,3048.7,0.033473
1580.546,-0.8706048,,60339.81,3049.9,0.033086
1581.546,-0.8710691,,60341.02,3051.11,0.032941
1582.546,-0.8752137,,60342.22,3052.31,0.033015
1583.546,-0.8823118,,60343.42,3053.51,0.032662
1584.546,-0.8907524,,60345.83,3055.92,0.032671
1585.546,-0.9031092,,60348.23,3058.32,0.032536
1586.546,-0.9170677,,60350.64,3060.73,0.032408
1587.546,-0.9322456,,60353.05,3063.14,0.032075
1588.546,-0.9492427,,60354.25,3064.34,0.031965
1589.546,-0.9653962,,60355.45,3065.54,0.032065
1590.546,-0.9828568,,60357.86,3067.95,0.031883
1591.546,-1.0009,,60360.27,3070.36,0.031855
1592.546,-1.02102,,60361.47,3071.56,0.031872
1593.546,-1.040212,,60362.67,3072.76,0.032051
1594.546,-1.060402,,60363.88,3073.97,0.032168
1595.546,-1.079969,,60365.08,3075.17,0.032269
1596.546,-1.101043,,60367.48,3077.57,0.032388
1597.546,-1.123178,,60369.89,3079.98,0.03273
1598.546,-1.144949,,60371.09,3081.18,0.033009
1599.546,-1.167939,,60373.5,3083.59,0.033492
1600.546,-1.192137,,60374.7,3084.79,0.033674
1601.546,-1.216964,,60377.11,3087.2,0.033713
1602.546,-1.244251,,60379.52,3089.61,0.034038
1603.546,-1.270417,,60381.92,3092.01,0.034089
1604.546,-1.298629,,60383.13,3093.22,0.034201
1605.546,-1.327084,,60384.33,3094.42,0.034395
1606.546,-1.355607,,60386.73,3096.82,0.03431
1607.546,-1.385644,,60387.94,3098.03,0.034518
1608.546,-1.415773,,60390.34,3100.43,0.034847
1609.546,-1.44525,,60392.75,3102.84,0.035397
1610.546,-1.475436,,60393.95,3104.04,0.035919
1611.546,-1.507829,,60396.36,3106.45,0.036321
1612.546,-1.539946,,60398.77,3108.86,0.03714
1613.546,-1.573165,,60399.97,3110.06,0.037341
1614.546,-1.605007,,60401.17,3111.26,0.037672
1615.546,-1.639163,,60402.38,3112.47,0.038024
1616.546,-1.671976,,60403.58,3113.67,0.038195
1617.546,-1.704139,,60405.98,3116.07,0.03884
1618.546,-1.738665,,60408.39,3118.48,0.038936
1619.546,-1.77186,,60409.59,3119.68,0.039061
1620.546,-1.805622,,60410.8,3120.89,0.039147
1621.546,-1.84026,,60412,3122.09,0.039342
1622.546,-1.873947,,60413.2,3123.29,0.039276
1623.546,-1.908193,,60415.61,3125.7,0.039416
1624.546,-1.942394,,60418.02,3128.11,0.039838
1625.546,-1.975834,,60419.22,3129.31,0.04011
1626.546,-2.01092,,60420.42,3130.51,0.040077
1627.546,-2.045236,,60421.63,3131.72,0.040452
1628.546,-2.079175,,60422.83,3132.92,0.040246
1629.546,-2.114174,,60425.23,3135.32,0.040525
1630.546,-2.147159,,60427.64,3137.73,0.040763
1631.546,-2.181565,,60428.84,3138.93,0.040861
1632.546,-2.215999,,60431.25,3141.34,0.040952
1633.546,-2.249301,,60433.66,3143.75,0.041132
1634.546,-2.282602,,60434.86,3144.95,0.041129
1635.546,-2.314966,,60437.27,3147.36,0.040922
1636.546,-2.347375,,60438.47,3148.56,0.04085
1637.546,-2.380411,,60439.67,3149.76,0.040855
1638.546,-2.413665,,60440.88,3150.97,0.040995
1639.546,-2.445928,,60442.08,3152.17,0.040928
1640.546,-2.477705,,60443.28,3153.37,0.040914
1641.546,-2.509681,,60445.69,3155.78,0.040939
1642.546,-2.541573,,60448.09,3158.18,0.041025
1643.546,-2.573624,,60449.3,3159.39,0.041207
1644.546,-2.604695,,60450.5,3160.59,0.041193
1645.546,-2.637558,,60451.7,3161.79,0.041138
1646.546,-2.66821,,60454.11,3164.2,0.041152
1647.544,-2.701071,,60455.31,3165.4,0.041331
1648.516,-2.732085,,60456.52,3166.61,0.041212
1649.516,-2.763277,,60458.92,3169.01,0.041185
1650.504,-2.792438,,60460.13,3170.22,0.041117
1651.49,-2.822237,,60461.33,3171.42,0.041031
1652.49,-2.850612,,60463.73,3173.82,0.041272
1653.468,-2.879014,,60464.94,3175.03,0.041304
1654.412,-2.906658,,60467.34,3177.43,0.041118
1655.358,-2.934572,,60469.75,3179.84,0.041037
1656.274,-2.962348,,60472.16,3182.25,0.041182
1657.206,-2.991247,,60474.56,3184.65,0.040806
1658.118,-3.020045,,60475.77,3185.86,0.04077
1659.084,-3.051483,,60476.97,3187.06,0.040538
1660.084,-3.08362,,60478.17,3188.26,0.040331
1661.084,-3.118718,,60480.58,3190.67,0.039858
1661.556,-3.136955,,60482.98,3193.07,0.039038
1661.558,-3.13693,,60484.19,3194.28,0.038953
1661.922,-3.135237,,60485.39,3195.48,0.038451
1662.166,-3.128241,,60487.8,3197.89,0.037978
1662.456,-3.122348,,60490.2,3200.29,0.037531
1662.752,-3.11648,,60492.61,3202.7,0.037236
1663.072,-3.109934,,60493.81,3203.9,0.036824
1663.38,-3.102928,,60495.02,3205.11,0.03654
1663.718,-3.096291,,60496.22,3206.31,0.036427
1664.066,-3.088691,,60497.42,3207.51,0.03622
1664.444,-3.07974,,60499.83,3209.92,0.035971
1664.842,-3.07042,,60502.23,3212.32,0.035617
1665.24,-3.059654,,60504.64,3214.73,0.035524
1665.678,-3.049849,,60507.05,3217.14,0.03503
1666.134,-3.038561,,60508.25,3218.34,0.034952
1666.59,-3.026769,,60509.45,3219.54,0.034836
1667.054,-3.015683,,60511.86,3221.95,0.034414
1667.544,-3.002527,,60514.27,3224.36,0.034521
1668.044,-2.989886,,60515.47,3225.56,0.034002
1668.566,-2.976627,,60516.67,3226.76,0.033981
1669.098,-2.962122,,60519.08,3229.17,0.033876
1669.656,-2.948016,,60521.48,3231.57,0.033944
1670.236,-2.932729,,60523.89,3233.98,0.033851
1670.838,-2.917327,,60525.09,3235.18,0.033945
1671.452,-2.900868,,60527.5,3237.59,0.033772
1672.104,-2.884821,,60528.7,3238.79,0.033747
1672.748,-2.866802,,60531.11,3241.2,0.033576
1673.408,-2.849934,,60532.31,3242.4,0.033235
1674.078,-2.830876,,60533.52,3243.61,0.033142
1674.758,-2.810924,,60534.72,3244.81,0.033021
1675.472,-2.790206,,60535.92,3246.01,0.033067
1676.212,-2.768415,,60538.33,3248.42,0.032669
1676.984,-2.744786,,60540.73,3250.82,0.032251
1677.772,-2.72119,,60543.14,3253.23,0.032081
1678.582,-2.695712,,60544.34,3254.43,0.032209
1679.424,-2.670363,,60545.55,3255.64,0.032076
1680.298,-2.642681,,60546.75,3256.84,0.031994
1681.21,-2.614393,,60547.95,3258.04,0.032128
1682.16,-2.585032,,60550.36,3260.45,0.032181
1683.136,-2.554716,,60551.56,3261.65,0.032032
1684.122,-2.523713,,60552.77,3262.86,0.032159
1685.122,-2.492555,,60553.97,3264.06,0.032238
1686.122,-2.458941,,60555.17,3265.26,0.03233
1687.122,-2.426158,,60557.58,3267.67,0.032616
1688.122,-2.393547,,60559.98,3270.07,0.032676
1689.122,-2.360997,,60561.19,3271.28,0.03276
1690.122,-2.327664,,60563.59,3273.68,0.033063
1691.122,-2.294152,,60564.8,3274.89,0.033038
1692.122,-2.259273,,60567.2,3277.29,0.033323
1693.122,-2.224306,,60569.61,3279.7,0.033642
1694.122,-2.189579,,60570.81,3280.9,0.033928
1695.122,-2.153511,,60573.22,3283.31,0.034046
1696.122,-2.118199,,60574.42,3284.51,0.034074
1697.122,-2.083395,,60576.83,3286.92,0.034211
1698.122,-2.047173,,60579.23,3289.32,0.034613
1699.122,-2.010997,,60580.44,3290.53,0.034762
1700.122,-1.976404,,60581.64,3291.73,0.034918
1701.122,-1.941189,,60582.84,3292.93,0.035097
1702.122,-1.906846,,60585.25,3295.34,0.035593
1703.122,-1.870652,,60587.66,3297.75,0.036181
1704.122,-1.834569,,60588.86,3298.95,0.036607
1705.122,-1.798632,,60591.27,3301.36,0.03717
1706.122,-1.760921,,60592.47,3302.56,0.037381
1707.122,-1.724838,,60593.67,3303.76,0.037677
1708.122,-1.689158,,60594.88,3304.97,0.038385
1709.122,-1.65315,,60596.08,3306.17,0.038348
1710.122,-1.618324,,60598.48,3308.57,0.038647
1711.122,-1.583819,,60600.89,3310.98,0.039168
1712.122,-1.549106,,60602.09,3312.18,0.039308
1713.122,-1.515385,,60603.3,3313.39,0.039398
1714.122,-1.482241,,60604.5,3314.59,0.039509
1715.122,-1.450386,,60605.7,3315.79,0.039554
1716.122,-1.418495,,60608.11,3318.2,0.039924
1717.122,-1.386866,,60609.31,3319.4,0.039988
1718.122,-1.355533,,60610.52,3320.61,0.040197
1719.122,-1.324546,,60611.72,3321.81,0.040362
1720.122,-1.294032,,60612.92,3323.01,0.04051
1721.122,-1.264789,,60615.33,3325.42,0.040874
1722.122,-1.234999,,60617.73,3327.82,0.04098
1723.122,-1.207716,,60620.14,3330.23,0.041286
1724.122,-1.1797,,60621.34,3331.43,0.041317
1725.122,-1.153589,,60623.75,3333.84,0.04122
1726.122,-1.127487,,60626.16,3336.25,0.041248
1727.122,-1.101466,,60628.56,3338.65,0.041116
1728.122,-1.079335,,60629.77,3339.86,0.041227
1729.122,-1.055294,,60630.97,3341.06,0.0413
1730.122,-1.033387,,60633.38,3343.47,0.041279
1731.122,-1.013021,,60634.58,3344.67,0.04117
1732.122,-0.9933472,,60636.98,3347.07,0.041441
1733.122,-0.9752193,,60639.39,3349.48,0.041218
1734.122,-0.9580318,,60640.59,3350.68,0.04143
1735.122,-0.9426833,,60643,3353.09,0.041382
1736.122,-0.9299611,,60644.2,3354.29,0.04167
1737.122,-0.9177887,,60645.41,3355.5,0.041446
1738.122,-0.9091996,,60646.61,3356.7,0.041412
1739.122,-0.9050642,,60649.02,3359.11,0.041556
1740.122,-0.9045261,,60650.22,3360.31,0.041526
1741.122,-0.9041303,,60651.42,3361.51,0.041439
1742.122,-0.9039946,,60653.83,3363.92,0.041433
1743.122,-0.9032615,,60656.23,3366.32,0.041419
1744.122,-0.9021935,,60658.64,3368.73,0.041469
1745.122,-0.9014475,,60659.84,3369.93,0.04134
1746.122,-0.9004885,,60661.05,3371.14,0.041504
1747.122,-0.900877,,60662.25,3372.34,0.041332
1748.122,-0.9006696,,60663.45,3373.54,0.041434
1749.122,-0.9011105,,60664.66,3374.75,0.041423
1750.122,-0.9012965,,60665.86,3375.95,0.041337
1751.122,-0.9005566,,60668.27,3378.36,0.040899
1752.122,-0.9005064,,60669.47,3379.56,0.040814
1753.122,-0.8995451,,60670.67,3380.76,0.040698
1754.122,-0.9003684,,60671.88,3381.97,0.040611
1755.122,-0.9000801,,60673.08,3383.17,0.040089
1756.122,-0.9003281,,60675.48,3385.57,0.039531
1757.122,-0.900256,,60677.89,3387.98,0.038828
1757.566,-0.9003229,,60679.09,3389.18,0.038569
1757.568,-0.9003073,,60680.3,3390.39,0.038272
1758.568,-0.8997066,,60681.5,3391.59,0.038016
1759.568,-0.9001751,,60682.7,3392.79,0.037558
1760.568,-0.8991861,,60685.11,3395.2,0.03736
1761.568,-0.9001444,,60686.31,3396.4,0.036947
1762.568,-0.8992574,,60687.52,3397.61,0.03669
1763.568,-0.8999545,,60689.92,3400.01,0.036383
1764.568,-0.8995137,,60691.13,3401.22,0.036234
1765.568,-0.8996715,,60693.53,3403.62,0.035986
1766.568,-0.9002797,,60695.94,3406.03,0.035729
1767.568,-0.8996527,,60698.34,3408.43,0.035403
1768.568,-0.8992293,,60700.75,3410.84,0.035114
1769.568,-0.8997878,,60703.16,3413.25,0.035228
1770.568,-0.9000837,,60705.56,3415.65,0.03462
1771.568,-0.8984914,,60706.77,3416.86,0.034437
1772.568,-0.8991073,,60707.97,3418.06,0.034337
1773.568,-0.8997055,,60709.17,3419.26,0.034272
1774.568,-0.8995084,,60711.58,3421.67,0.034261
1775.568,-0.9053115,,60713.98,3424.07,0.033936
1776.568,-0.9145127,,60716.39,3426.48,0.033914
1777.568,-0.925069,,60717.59,3427.68,0.033902
1778.568,-0.9373789,,60718.8,3428.89,0.033854
1779.568,-0.9521978,,60720,3430.09,0.033816
1780.568,-0.9692778,,60722.41,3432.5,0.033592
1781.568,-0.98524,,60724.81,3434.9,0.033232
1782.568,-1.003069,,60726.02,3436.11,0.033225
1783.568,-1.021606,,60727.22,3437.31,0.033257
1784.568,-1.03939,,60728.42,3438.51,0.032986
1785.568,-1.059329,,60729.63,3439.72,0.032988
1786.568,-1.078594,,60730.83,3440.92,0.03289
1787.568,-1.09895,,60733.23,3443.32,0.032726
1788.568,-1.120824,,60735.64,3445.73,0.032731
1789.568,-1.142065,,60736.84,3446.93,0.032409
1790.568,-1.165423,,60739.25,3449.34,0.032427
1791.568,-1.188174,,60741.66,3451.75,0.032304
1792.568,-1.211926,,60742.86,3452.95,0.032497
1793.568,-1.23561,,60745.27,3455.36,0.032442
1794.568,-1.261967,,60746.47,3456.56,0.032716
1795.568,-1.289798,,60747.67,3457.76,0.032783
1796.568,-1.316347,,60748.88,3458.97,0.032818
1797.568,-1.345929,,60750.08,3460.17,0.032806
1798.568,-1.374282,,60752.48,3462.57,0.033099
1799.568,-1.4038,,60754.89,3464.98,0.033139
1800.568,-1.434709,,60756.09,3466.18,0.033198
1801.568,-1.46436,,60758.5,3468.59,0.033799
1802.568,-1.496057,,60759.7,3469.79,0.033917
1803.568,-1.527228,,60762.11,3472.2,0.034189
1804.568,-1.558544,,60763.31,3473.4,0.034239
1805.568,-1.591999,,60764.52,3474.61,0.034227
1806.568,-1.624077,,60765.72,3475.81,0.034344
1807.568,-1.657514,,60766.92,3477.01,0.034415
1808.568,-1.690615,,60769.33,3479.42,0.034743
1809.568,-1.723713,,60771.73,3481.82,0.035086
1810.568,-1.757058,,60774.14,3484.23,0.03568
1811.568,-1.790863,,60775.34,3485.43,0.035981
1812.568,-1.824381,,60776.55,3486.64,0.036232
1813.568,-1.857675,,60777.75,3487.84,0.036179
1814.568,-1.892007,,60778.95,3489.04,0.036553
1815.568,-1.925813,,60781.36,3491.45,0.036926
1816.568,-1.960564,,60782.56,3492.65,0.037334
1817.568,-1.99438,,60783.77,3493.86,0.037696
1818.568,-2.028701,,60786.17,3496.26,0.038509
1819.568,-2.06295,,60787.38,3497.47,0.039031
1820.568,-2.096341,,60788.58,3498.67,0.039158
1821.568,-2.132482,,60790.98,3501.07,0.039787
1822.568,-2.16699,,60792.19,3502.28,0.039747
1823.568,-2.200088,,60793.39,3503.48,0.039884
1824.568,-2.233113,,60795.8,3505.89,0.040067
1825.568,-2.266998,,60798.2,3508.29,0.040334
1826.568,-2.300143,,60800.61,3510.7,0.040578
1827.568,-2.333547,,60803.02,3513.11,0.040745
1828.568,-2.366931,,60805.42,3515.51,0.041009
1829.568,-2.398896,,60806.63,3516.72,0.041178
1830.568,-2.431522,,60807.83,3517.92,0.041164
1831.568,-2.464446,,60810.23,3520.32,0.041586
1832.568,-2.495666,,60811.44,3521.53,0.0417
1833.568,-2.528659,,60812.66,3522.75,0.042144
1834.568,-2.558827,,60815.05,3525.14,0.041636
1835.568,-2.59143,,60816.25,3526.34,0.041757
1836.568,-2.622532,,60817.45,3527.54,0.041865
1837.568,-2.654466,,60819.86,3529.95,0.041819
1838.568,-2.685469,,60822.27,3532.36,0.041819
1839.568,-2.716913,,60823.47,3533.56,0.041687
1840.552,-2.74818,,60824.67,3534.76,0.041961
1841.552,-2.777832,,60825.88,3535.97,0.041776
1842.552,-2.807529,,60827.08,3537.17,0.041792
