Time sec,Strain 1 %,,Time res,,Resistencia
4016.716,-1.483673,,,,
4017.716,-1.454394,,,,
4018.716,-1.424451,,,,
4019.716,-1.395285,,,,
4020.716,-1.367424,,,,
4021.716,-1.339301,,,,
4022.716,-1.309946,,,,
4023.716,-1.281916,,,,
4024.716,-1.253524,,,,
4025.716,-1.224238,,,,
4026.716,-1.196383,,,,
4027.716,-1.169136,,,,
4028.716,-1.142659,,,,
4029.716,-1.118308,,,,
4030.716,-1.093887,,,,
4031.716,-1.073602,,,,
4032.716,-1.053576,,,,
4033.716,-1.036841,,,,
4034.716,-1.021598,,,,
4035.716,-1.00903,,,,
4036.716,-0.9985308,,,,
4037.716,-0.9955869,,,,
4038.716,-0.9950165,,,,
4039.716,-0.9944929,,,,
4040.716,-0.9950767,,,,
4041.716,-0.9948061,,,,
4042.716,-0.9941279,,,,
4043.716,-0.9938361,,,,
4044.716,-0.9933109,,,,
4045.716,-0.9936658,,,,
4046.716,-0.9926178,,,,
4047.716,-0.9930876,,,,
4048.716,-0.9922751,,,,
4049.716,-0.9927654,,,,
4050.716,-0.9924791,,,,
4051.716,-0.9934338,,,,
4052.716,-0.9931232,,,,
4053.716,-0.9932728,,,,
4054.716,-0.9931713,,,,
4055.716,-0.9928834,,,,
4056.716,-0.9923466,,,,
4057.716,-0.9868378,,,,
4058.716,-0.9857468,,,,
4059.716,-0.9854279,,,,
4060.716,-0.9847699,,,,
4061.716,-0.9846634,,,,
4061.83,-0.984879,,,,
4061.832,-0.9849112,,,,
4062.832,-0.9846815,,,,
4063.832,-0.9850486,,,,
4064.832,-0.9850803,,,,
4065.832,-0.987265,,,,
4066.832,-0.9873858,,,,
4067.832,-0.987791,,,,
4068.832,-0.9875853,,,,
4069.832,-0.9878162,,,,
4070.832,-0.98823,,,,
4071.832,-0.9876141,,,,
4072.832,-0.9880549,,,,
4073.832,-0.9877958,,,,
4074.832,-0.9880052,,,,
4075.832,-0.9885166,,,,
4076.832,-0.9881584,,,,
4077.832,-0.9875076,,,,
4078.832,-0.9883238,,,,
4079.832,-0.9880257,,,,
4080.832,-0.9881017,,,,
4081.832,-0.9882314,,,,
4082.832,-0.9877857,,,,
4083.832,-0.9891063,,,,
4084.832,-0.9941441,,,,
4085.832,-1.007437,,,,
4086.832,-1.023784,,,,
4087.832,-1.040779,,,,
4088.832,-1.058831,,,,
4089.832,-1.076209,,,,
4090.832,-1.095935,,,,
4091.832,-1.115718,,,,
4092.832,-1.134778,,,,
4093.832,-1.1559,,,,
4094.832,-1.176026,,,,
4095.832,-1.20069,,,,
4096.832,-1.225127,,,,
4097.832,-1.249758,,,,
4098.832,-1.276943,,,,
4099.832,-1.303702,,,,
4100.832,-1.330726,,,,
4101.832,-1.358521,,,,
4102.832,-1.386513,,,,
4103.832,-1.416944,,,,
4104.832,-1.445708,,,,
4105.832,-1.47614,,,,
4106.832,-1.506701,,,,
4107.832,-1.537122,,,,
4108.832,-1.568357,,,,
4109.832,-1.59958,,,,
4110.832,-1.632314,,,,
4111.832,-1.665638,,,,
4112.832,-1.698987,,,,
4113.832,-1.731703,,,,
4114.832,-1.765171,,,,
4115.832,-1.799105,,,,
4116.832,-1.830197,,,,
4117.832,-1.862323,,,,
4118.832,-1.89628,,,,
4119.832,-1.928246,,,,
4120.832,-1.960282,,,,
4121.832,-1.993464,,,,
4122.832,-2.027301,,,,
4123.832,-2.059291,,,,
4124.832,-2.091203,,,,
4125.832,-2.123861,,,,
4126.832,-2.155488,,,,
4127.832,-2.186576,,,,
4128.832,-2.218482,,,,
4129.832,-2.24878,,,,
4130.832,-2.279339,,,,
4131.832,-2.309097,,,,
4132.832,-2.338452,,,,
4133.832,-2.368008,,,,
4134.832,-2.398271,,,,
4135.832,-2.426727,,,,
4136.832,-2.454888,,,,
4137.832,-2.482678,,,,
4138.832,-2.511478,,,,
4139.832,-2.53875,,,,
4140.832,-2.566385,,,,
4141.832,-2.594607,,,,
4142.832,-2.622835,,,,
4143.832,-2.650094,,,,
4144.832,-2.677948,,,,
4145.832,-2.704364,,,,
4146.832,-2.729553,,,,
4147.832,-2.755401,,,,
4148.832,-2.780654,,,,
4149.828,-2.805809,,,,
4150.76,-2.829299,,,,
4151.656,-2.852795,,,,
4152.53,-2.875815,,,,
4153.412,-2.898447,,,,
4154.268,-2.920966,,,,
4155.098,-2.943686,,,,
4155.946,-2.965508,,,,
4156.834,-2.989318,,,,
4157.826,-3.015514,,,,
4157.842,-3.015814,,,,
4157.844,-3.01579,,,,
4158.222,-3.011675,,,,
4158.468,-3.005863,,,,
4158.766,-2.999479,,,,
4159.067,-2.9928,,,,
4159.396,-2.986242,,,,
4159.71,-2.978693,,,,
4160.064,-2.971498,,,,
4160.438,-2.962713,,,,
4160.844,-2.952045,,,,
4161.276,-2.942293,,,,
4161.718,-2.930714,,,,
4162.171,-2.919184,,,,
4162.652,-2.906928,,,,
4163.142,-2.894535,,,,
4163.664,-2.881492,,,,
4164.196,-2.868651,,,,
4164.75,-2.854215,,,,
4165.322,-2.83964,,,,
4165.922,-2.82402,,,,
4166.545,-2.809367,,,,
4167.194,-2.792352,,,,
4167.866,-2.775936,,,,
4168.552,-2.758928,,,,
4169.24,-2.741022,,,,
4169.946,-2.722003,,,,
4170.666,-2.703204,,,,
4171.418,-2.682158,,,,
4172.235,-2.659301,,,,
4173.076,-2.634617,,,,
4173.96,-2.608564,,,,
4174.882,-2.581272,,,,
4175.872,-2.551762,,,,
4176.872,-2.520461,,,,
4177.872,-2.490236,,,,
4178.872,-2.460601,,,,
4179.872,-2.430117,,,,
4180.872,-2.399703,,,,
4181.872,-2.369538,,,,
4182.872,-2.339208,,,,
4183.872,-2.307414,,,,
4184.872,-2.275693,,,,
4185.872,-2.243293,,,,
4186.872,-2.211423,,,,
4187.872,-2.179099,,,,
4188.872,-2.145568,,,,
4189.872,-2.112309,,,,
4190.872,-2.078902,,,,
4191.872,-2.044986,,,,
4192.872,-2.010322,,,,
4193.872,-1.975843,,,,
4194.872,-1.942122,,,,
4195.872,-1.907557,,,,
4196.872,-1.874665,,,,
4197.872,-1.842022,,,,
4198.872,-1.808278,,,,
4199.872,-1.775443,,,,
4200.872,-1.7427,,,,
4201.872,-1.708892,,,,
4202.872,-1.675811,,,,
4203.872,-1.642317,,,,
4204.872,-1.6101,,,,
4205.872,-1.578435,,,,
4206.872,-1.54618,,,,
4207.872,-1.514719,,,,
4208.872,-1.484254,,,,
4209.872,-1.454464,,,,
4210.872,-1.425941,,,,
4211.872,-1.397559,,,,
4212.872,-1.36847,,,,
4213.872,-1.340463,,,,
4214.872,-1.312312,,,,
4215.872,-1.282759,,,,
4216.872,-1.254385,,,,
4217.872,-1.22525,,,,
4218.872,-1.198109,,,,
4219.872,-1.170409,,,,
4220.872,-1.143867,,,,
4221.872,-1.119152,,,,
4222.872,-1.095932,,,,
4223.872,-1.075504,,,,
4224.872,-1.056306,,,,
4225.872,-1.037959,,,,
4226.872,-1.023916,,,,
4227.872,-1.01109,,,,
4228.872,-1.004093,,,,
4229.872,-1.002531,,,,
4230.872,-1.00029,,,,
4231.872,-1.000264,,,,
4232.872,-1.000501,,,,
4233.872,-1.000513,,,,
4234.872,-1.000275,,,,
4235.872,-0.9993137,,,,
4236.872,-0.9993731,,,,
4237.872,-0.9992502,,,,
4238.872,-0.9989695,,,,
4239.872,-0.9985474,,,,
4240.872,-0.9990658,,,,
4241.872,-0.9985813,,,,
4242.872,-0.9988626,,,,
4243.872,-0.998714,,,,
4244.872,-0.9981117,,,,
4245.872,-0.9987171,,,,
4246.872,-0.9984198,,,,
4247.872,-0.9977665,,,,
4248.872,-0.9959213,,,,
4249.872,-0.9909935,,,,
4250.872,-0.9901228,,,,
4251.872,-0.9903238,,,,
4252.872,-0.9900071,,,,
4253.854,-0.9902029,,,,
4253.857,-0.9902398,,,,
4254.857,-0.9900273,,,,
4255.857,-0.989513,,,,
4256.857,-0.9888516,,,,
4257.857,-0.9899043,,,,
4258.857,-0.9923857,,,,
4259.857,-0.9925017,,,,
4260.857,-0.9926613,,,,
4261.857,-0.9922822,,,,
4262.857,-0.993,,,,
4263.857,-0.9928539,,,,
4264.857,-0.9928396,,,,
4265.857,-0.9932339,,,,
4266.857,-0.9932929,,,,
4267.857,-0.991874,,,,
4268.857,-0.9929465,,,,
4269.857,-0.993288,,,,
4270.857,-0.9928831,,,,
4271.857,-0.9938569,,,,
4272.857,-0.9922034,,,,
4273.857,-0.9934138,,,,
4274.857,-0.9936549,,,,
4275.857,-0.9929495,,,,
4276.857,-0.9952267,,,,
4277.857,-1.009636,,,,
4278.857,-1.026246,,,,
4279.857,-1.043385,,,,
4280.857,-1.060587,,,,
4281.857,-1.078844,,,,
4282.857,-1.098909,,,,
4283.857,-1.118166,,,,
4284.857,-1.13904,,,,
4285.857,-1.159334,,,,
4286.857,-1.18032,,,,
4287.857,-1.205882,,,,
4288.857,-1.229289,,,,
4289.857,-1.254625,,,,
4290.857,-1.281191,,,,
4291.857,-1.307075,,,,
4292.857,-1.33481,,,,
4293.857,-1.361578,,,,
4294.857,-1.390505,,,,
4295.857,-1.420017,,,,
4296.857,-1.449286,,,,
4297.857,-1.479447,,,,
4298.857,-1.511202,,,,
4299.857,-1.541602,,,,
4300.857,-1.572689,,,,
4301.857,-1.604535,,,,
4302.857,-1.637845,,,,
4303.857,-1.671086,,,,
4304.857,-1.703104,,,,
4305.857,-1.735987,,,,
4306.857,-1.769656,,,,
4307.857,-1.80146,,,,
4308.857,-1.834862,,,,
4309.857,-1.867136,,,,
4310.857,-1.899766,,,,
4311.857,-1.931158,,,,
4312.857,-1.964358,,,,
4313.857,-1.996434,,,,
4314.857,-2.02843,,,,
4315.857,-2.061172,,,,
4316.857,-2.09355,,,,
4317.857,-2.125835,,,,
4318.857,-2.157603,,,,
4319.857,-2.188081,,,,
4320.857,-2.21927,,,,
4321.857,-2.249781,,,,
4322.857,-2.279137,,,,
4323.857,-2.308088,,,,
4324.857,-2.33786,,,,
4325.857,-2.367239,,,,
4326.857,-2.396417,,,,
4327.857,-2.425412,,,,
4328.857,-2.453732,,,,
4329.857,-2.481283,,,,
4330.857,-2.509792,,,,
4331.857,-2.538097,,,,
4332.857,-2.564725,,,,
4333.857,-2.592975,,,,
4334.857,-2.620933,,,,
4335.857,-2.647524,,,,
4336.857,-2.675457,,,,
4337.857,-2.701489,,,,
4338.857,-2.728359,,,,
4339.857,-2.753527,,,,
4340.857,-2.778338,,,,
4341.844,-2.801648,,,,
4342.772,-2.827062,,,,
4343.675,-2.850259,,,,
4344.549,-2.872775,,,,
4345.423,-2.895955,,,,
4346.279,-2.918018,,,,
4347.098,-2.940348,,,,
4347.936,-2.962626,,,,
4348.782,-2.984488,,,,
4349.782,-3.011296,,,,
4349.865,-3.01253,,,,
4349.866,-3.012626,,,,
4350.242,-3.008307,,,,
4350.489,-3.00309,,,,
4350.786,-2.996013,,,,
4351.087,-2.990218,,,,
4351.416,-2.982823,,,,
4351.73,-2.975933,,,,
4352.084,-2.968656,,,,
4352.463,-2.959924,,,,
4352.868,-2.950339,,,,
4353.302,-2.937922,,,,
4353.746,-2.92774,,,,
4354.202,-2.916295,,,,
4354.686,-2.903746,,,,
4355.178,-2.891246,,,,
4355.704,-2.877844,,,,
4356.239,-2.865153,,,,
4356.79,-2.850592,,,,
4357.368,-2.83622,,,,
4357.965,-2.820473,,,,
4358.593,-2.805495,,,,
4359.242,-2.788737,,,,
4359.914,-2.772376,,,,
4360.598,-2.755888,,,,
4361.282,-2.737145,,,,
4362.003,-2.719512,,,,
4362.715,-2.698821,,,,
4363.472,-2.678647,,,,
4364.29,-2.655058,,,,
4365.142,-2.63011,,,,
4366.042,-2.603891,,,,
4366.969,-2.575932,,,,
4367.954,-2.546589,,,,
4368.954,-2.516019,,,,
4369.954,-2.485397,,,,
4370.954,-2.455543,,,,
4371.954,-2.425036,,,,
4372.954,-2.394895,,,,
4373.954,-2.363752,,,,
4374.954,-2.333503,,,,
4375.954,-2.301613,,,,
4376.954,-2.271671,,,,
4377.954,-2.238566,,,,
4378.954,-2.207391,,,,
4379.954,-2.174837,,,,
4380.954,-2.141441,,,,
4381.954,-2.108088,,,,
4382.954,-2.07428,,,,
4383.954,-2.039174,,,,
4384.954,-2.005502,,,,
4385.954,-1.971142,,,,
4386.954,-1.937606,,,,
4387.954,-1.903415,,,,
4388.954,-1.869609,,,,
4389.954,-1.837778,,,,
4390.954,-1.803789,,,,
4391.954,-1.771108,,,,
4392.954,-1.738914,,,,
4393.954,-1.705982,,,,
4394.954,-1.672378,,,,
4395.954,-1.641067,,,,
4396.954,-1.606839,,,,
4397.954,-1.576611,,,,
4398.954,-1.544507,,,,
4399.954,-1.514205,,,,
4400.954,-1.483501,,,,
4401.954,-1.453528,,,,
4402.954,-1.424417,,,,
4403.954,-1.39646,,,,
4404.954,-1.368132,,,,
4405.954,-1.340334,,,,
4406.954,-1.311551,,,,
4407.954,-1.282354,,,,
4408.954,-1.253223,,,,
4409.954,-1.224461,,,,
4410.954,-1.196054,,,,
4411.954,-1.168979,,,,
4412.954,-1.142982,,,,
4413.954,-1.118858,,,,
4414.954,-1.096208,,,,
4415.954,-1.075425,,,,
4416.954,-1.057338,,,,
4417.954,-1.04029,,,,
4418.954,-1.02563,,,,
4419.954,-1.014228,,,,
4420.954,-1.008594,,,,
4421.954,-1.006981,,,,
4422.954,-1.007348,,,,
4423.954,-1.007038,,,,
4424.954,-1.005968,,,,
4425.954,-1.005782,,,,
4426.954,-1.00526,,,,
4427.954,-1.00564,,,,
4428.954,-1.005578,,,,
4429.954,-1.005501,,,,
4430.954,-1.00574,,,,
4431.954,-1.005445,,,,
4432.954,-1.004504,,,,
4433.954,-1.004854,,,,
4434.954,-1.004466,,,,
4435.954,-1.00425,,,,
4436.954,-1.004306,,,,
4437.954,-1.004004,,,,
4438.954,-1.004512,,,,
4439.954,-1.0038,,,,
4440.954,-0.9992664,,,,
4441.954,-0.9969612,,,,
4442.954,-0.9958798,,,,
4443.954,-0.9959002,,,,
4444.954,-0.9955662,,,,
4445.874,-0.994908,,,,
4445.876,-0.9948807,,,,
4446.876,-0.9954821,,,,
4447.876,-0.9952767,,,,
4448.876,-0.9951157,,,,
4449.876,-0.9953079,,,,
4450.876,-0.9982201,,,,
4451.876,-0.9985832,,,,
4452.876,-0.9979226,,,,
4453.876,-0.9987564,,,,
4454.876,-0.9982276,,,,
4455.876,-0.9986224,,,,
4456.876,-0.9987303,,,,
4457.876,-0.9982253,,,,
4458.876,-0.9982209,,,,
4459.876,-0.9987676,,,,
4460.876,-0.9986658,,,,
4461.876,-0.998751,,,,
4462.876,-0.9983317,,,,
4463.876,-0.9992113,,,,
4464.876,-0.9986292,,,,
4465.876,-0.9986171,,,,
4466.876,-0.9992237,,,,
4467.876,-0.9989631,,,,
4468.876,-0.9997132,,,,
4469.876,-1.010785,,,,
4470.876,-1.026719,,,,
4471.876,-1.044766,,,,
4472.876,-1.062038,,,,
4473.876,-1.07932,,,,
4474.876,-1.09871,,,,
4475.876,-1.118571,,,,
4476.876,-1.139683,,,,
4477.876,-1.160093,,,,
4478.876,-1.181201,,,,
4479.876,-1.205607,,,,
4480.876,-1.229979,,,,
4481.876,-1.255135,,,,
4482.876,-1.282472,,,,
4483.876,-1.309943,,,,
4484.876,-1.337482,,,,
4485.876,-1.362954,,,,
4486.876,-1.392543,,,,
4487.876,-1.422579,,,,
4488.876,-1.450886,,,,
4489.876,-1.480796,,,,
4490.876,-1.512255,,,,
4491.876,-1.542508,,,,
4492.876,-1.575092,,,,
4493.876,-1.606188,,,,
4494.876,-1.638773,,,,
4495.876,-1.671412,,,,
4496.876,-1.705093,,,,
4497.876,-1.737465,,,,
4498.876,-1.771018,,,,
4499.876,-1.802534,,,,
4500.876,-1.834645,,,,
4501.876,-1.867326,,,,
4502.876,-1.899792,,,,
4503.876,-1.931454,,,,
4504.876,-1.964134,,,,
4505.876,-1.996616,,,,
4506.876,-2.0289,,,,
4507.876,-2.05959,,,,
4508.876,-2.091107,,,,
4509.876,-2.122666,,,,
4510.876,-2.155021,,,,
4511.876,-2.185679,,,,
4512.876,-2.215796,,,,
4513.876,-2.245846,,,,
4514.876,-2.276547,,,,
4515.876,-2.305176,,,,
4516.876,-2.334955,,,,
4517.876,-2.363843,,,,
4518.876,-2.39389,,,,
4519.876,-2.421798,,,,
4520.876,-2.45068,,,,
4521.876,-2.478167,,,,
4522.876,-2.504746,,,,
4523.876,-2.533039,,,,
4524.876,-2.560966,,,,
4525.876,-2.58857,,,,
4526.876,-2.61656,,,,
4527.876,-2.642758,,,,
4528.876,-2.670731,,,,
4529.876,-2.696974,,,,
4530.876,-2.722511,,,,
4531.876,-2.747866,,,,
4532.876,-2.772746,,,,
4533.859,-2.797351,,,,
4534.784,-2.820542,,,,
4535.693,-2.845148,,,,
4536.565,-2.868536,,,,
4537.438,-2.890672,,,,
4538.292,-2.911648,,,,
4539.12,-2.934915,,,,
4539.956,-2.955413,,,,
4540.808,-2.979193,,,,
4541.726,-3.002113,,,,
4541.885,-3.006423,,,,
4541.886,-3.006444,,,,
4542.262,-3.002011,,,,
4542.511,-2.996863,,,,
4542.81,-2.989774,,,,
4543.109,-2.983245,,,,
4543.441,-2.977189,,,,
4543.755,-2.969119,,,,
4544.107,-2.961411,,,,
4544.485,-2.952858,,,,
4544.892,-2.943055,,,,
4545.324,-2.93145,,,,
4545.772,-2.919872,,,,
4546.224,-2.908135,,,,
4546.708,-2.897261,,,,
4547.198,-2.884798,,,,
4547.722,-2.871652,,,,
4548.253,-2.858154,,,,
4548.804,-2.844088,,,,
4549.381,-2.82967,,,,
4549.98,-2.814669,,,,
4550.607,-2.799046,,,,
4551.255,-2.783411,,,,
4551.925,-2.766951,,,,
4552.613,-2.749685,,,,
4553.299,-2.731294,,,,
4554.012,-2.712215,,,,
4554.728,-2.693175,,,,
4555.487,-2.67302,,,,
4556.302,-2.649517,,,,
4557.155,-2.625057,,,,
4558.049,-2.599946,,,,
4558.983,-2.571204,,,,
4559.972,-2.542484,,,,
4560.972,-2.511282,,,,
4561.972,-2.481378,,,,
4562.972,-2.450833,,,,
4563.972,-2.420377,,,,
4564.972,-2.38908,,,,
4565.972,-2.360398,,,,
4566.972,-2.329114,,,,
4567.972,-2.298152,,,,
4568.972,-2.265963,,,,
4569.972,-2.234116,,,,
4570.972,-2.203022,,,,
4571.972,-2.170223,,,,
4572.972,-2.137589,,,,
4573.972,-2.104453,,,,
4574.972,-2.070838,,,,
4575.972,-2.036054,,,,
4576.972,-2.002795,,,,
4577.972,-1.969367,,,,
4578.972,-1.935608,,,,
4579.972,-1.902421,,,,
4580.972,-1.869132,,,,
4581.972,-1.836891,,,,
4582.972,-1.803848,,,,
4583.972,-1.769929,,,,
4584.972,-1.737441,,,,
4585.972,-1.704243,,,,
4586.972,-1.672409,,,,
4587.972,-1.639535,,,,
4588.972,-1.607834,,,,
4589.972,-1.575833,,,,
4590.972,-1.544719,,,,
4591.972,-1.513388,,,,
4592.972,-1.483445,,,,
4593.972,-1.453241,,,,
4594.972,-1.424267,,,,
4595.972,-1.396993,,,,
4596.972,-1.369124,,,,
4597.972,-1.340338,,,,
4598.972,-1.312673,,,,
4599.972,-1.28485,,,,
4600.972,-1.256604,,,,
4601.972,-1.225139,,,,
4602.972,-1.198603,,,,
4603.972,-1.170307,,,,
4604.972,-1.145193,,,,
4605.972,-1.121349,,,,
4606.972,-1.097734,,,,
4607.972,-1.077985,,,,
4608.972,-1.059976,,,,
4609.972,-1.04307,,,,
4610.972,-1.02777,,,,
4611.972,-1.016024,,,,
4612.972,-1.012801,,,,
4613.972,-1.012803,,,,
4614.972,-1.01143,,,,
4615.972,-1.01109,,,,
4616.972,-1.011408,,,,
4617.972,-1.010704,,,,
4618.972,-1.010706,,,,
4619.972,-1.010303,,,,
4620.972,-1.009775,,,,
4621.972,-1.01002,,,,
4622.972,-1.00818,,,,
4623.972,-1.009017,,,,
4624.972,-1.008722,,,,
4625.972,-1.009611,,,,
4626.972,-1.009478,,,,
4627.972,-1.008446,,,,
4628.972,-1.008345,,,,
4629.972,-1.008513,,,,
4630.972,-1.008717,,,,
4631.972,-1.00824,,,,
4632.972,-1.003474,,,,
4633.972,-1.000608,,,,
4634.972,-1.001087,,,,
4635.972,-1.000475,,,,
4636.972,-0.9997286,,,,
4637.894,-1.000087,,,,
4637.896,-1.000092,,,,
4638.896,-1.000172,,,,
4639.896,-1.000425,,,,
4640.896,-0.9999216,,,,
4641.896,-0.9997302,,,,
4642.896,-1.003394,,,,
4643.896,-1.002972,,,,
4644.896,-1.003682,,,,
4645.896,-1.003729,,,,
4646.896,-1.002783,,,,
4647.896,-1.003527,,,,
4648.896,-1.003404,,,,
4649.896,-1.002946,,,,
4650.896,-1.003132,,,,
4651.896,-1.00329,,,,
4652.896,-1.003179,,,,
4653.896,-1.003975,,,,
4654.896,-1.003055,,,,
4655.896,-1.004044,,,,
4656.896,-1.004489,,,,
4657.896,-1.003826,,,,
4658.896,-1.004094,,,,
4659.896,-1.004399,,,,
4660.896,-1.004133,,,,
4661.896,-1.013737,,,,
4662.896,-1.029766,,,,
4663.896,-1.047767,,,,
4664.896,-1.064476,,,,
4665.896,-1.081284,,,,
4666.896,-1.099987,,,,
4667.896,-1.120478,,,,
4668.896,-1.140305,,,,
4669.896,-1.160577,,,,
4670.896,-1.183973,,,,
4671.896,-1.207505,,,,
4672.896,-1.231441,,,,
4673.896,-1.25606,,,,
4674.896,-1.283882,,,,
4675.896,-1.311052,,,,
4676.896,-1.337915,,,,
4677.896,-1.36485,,,,
4678.896,-1.393217,,,,
4679.896,-1.423543,,,,
4680.896,-1.452946,,,,
4681.896,-1.482516,,,,
4682.896,-1.513415,,,,
4683.896,-1.544229,,,,
4684.896,-1.575982,,,,
4685.896,-1.607742,,,,
4686.896,-1.640281,,,,
4687.896,-1.673685,,,,
4688.896,-1.705493,,,,
4689.896,-1.738872,,,,
4690.896,-1.770555,,,,
4691.896,-1.803129,,,,
4692.896,-1.8343,,,,
4693.896,-1.867618,,,,
4694.896,-1.900187,,,,
4695.896,-1.931816,,,,
4696.896,-1.964058,,,,
4697.896,-1.995578,,,,
4698.896,-2.028026,,,,
4699.896,-2.059834,,,,
4700.896,-2.091879,,,,
4701.896,-2.122116,,,,
4702.896,-2.154396,,,,
4703.896,-2.183827,,,,
4704.896,-2.215845,,,,
4705.896,-2.245687,,,,
4706.896,-2.274691,,,,
4707.896,-2.304414,,,,
4708.896,-2.333696,,,,
4709.896,-2.363142,,,,
4710.896,-2.391517,,,,
4711.896,-2.420149,,,,
4712.896,-2.448691,,,,
4713.896,-2.47624,,,,
4714.896,-2.50411,,,,
4715.896,-2.5311,,,,
4716.896,-2.558382,,,,
4717.896,-2.585415,,,,
4718.896,-2.614192,,,,
4719.896,-2.640315,,,,
4720.896,-2.667364,,,,
4721.896,-2.693617,,,,
4722.896,-2.719941,,,,
4723.896,-2.745387,,,,
4724.896,-2.770132,,,,
4725.865,-2.793999,,,,
4726.784,-2.817354,,,,
4727.695,-2.841363,,,,
4728.569,-2.864535,,,,
4729.434,-2.886654,,,,
4730.288,-2.909485,,,,
4731.104,-2.931561,,,,
4731.936,-2.953385,,,,
4732.781,-2.974812,,,,
4733.66,-2.996431,,,,
4733.905,-3.00282,,,,
4733.906,-3.002881,,,,
4734.284,-2.998456,,,,
4734.531,-2.993136,,,,
4734.832,-2.986911,,,,
4735.131,-2.979956,,,,
4735.463,-2.974236,,,,
4735.777,-2.96664,,,,
4736.131,-2.958978,,,,
4736.509,-2.949262,,,,
4736.923,-2.939451,,,,
4737.354,-2.928071,,,,
4737.802,-2.916708,,,,
4738.255,-2.905884,,,,
4738.74,-2.893756,,,,
4739.231,-2.881505,,,,
4739.757,-2.867873,,,,
4740.29,-2.854086,,,,
4740.841,-2.840657,,,,
4741.419,-2.826384,,,,
4742.018,-2.81075,,,,
4742.644,-2.795647,,,,
4743.297,-2.779015,,,,
4743.97,-2.762654,,,,
4744.655,-2.745475,,,,
4745.341,-2.728685,,,,
4746.058,-2.709892,,,,
4746.773,-2.69056,,,,
4747.532,-2.669515,,,,
4748.35,-2.646463,,,,
4749.202,-2.621462,,,,
4750.107,-2.595428,,,,
4751.038,-2.567075,,,,
4752.038,-2.537784,,,,
4753.038,-2.507395,,,,
4754.038,-2.476538,,,,
4755.038,-2.446965,,,,
4756.038,-2.416464,,,,
4757.038,-2.38588,,,,
4758.038,-2.355759,,,,
4759.038,-2.323854,,,,
4760.038,-2.292387,,,,
4761.038,-2.262599,,,,
4762.038,-2.229777,,,,
4763.038,-2.197351,,,,
4764.038,-2.165114,,,,
4765.038,-2.135092,,,,
4766.038,-2.101298,,,,
4767.038,-2.066545,,,,
4768.038,-2.033142,,,,
4769.038,-2.000703,,,,
4770.038,-1.966088,,,,
4771.038,-1.931759,,,,
4772.038,-1.899357,,,,
4773.038,-1.86668,,,,
4774.038,-1.833862,,,,
4775.038,-1.800155,,,,
4776.038,-1.768988,,,,
4777.038,-1.735013,,,,
4778.038,-1.702868,,,,
4779.038,-1.670309,,,,
4780.038,-1.637588,,,,
4781.038,-1.605196,,,,
4782.038,-1.574265,,,,
4783.038,-1.542801,,,,
4784.038,-1.512247,,,,
4785.038,-1.48261,,,,
4786.038,-1.45287,,,,
4787.038,-1.424161,,,,
4788.038,-1.395705,,,,
4789.038,-1.367405,,,,
4790.038,-1.339803,,,,
4791.038,-1.31196,,,,
4792.038,-1.283958,,,,
4793.038,-1.254915,,,,
4794.038,-1.225517,,,,
4795.038,-1.198052,,,,
4796.038,-1.17032,,,,
4797.038,-1.145458,,,,
4798.038,-1.120628,,,,
4799.038,-1.098623,,,,
4800.038,-1.079006,,,,
4801.038,-1.061319,,,,
4802.038,-1.043376,,,,
4803.038,-1.030371,,,,
4804.038,-1.019779,,,,
4805.038,-1.017148,,,,
4806.038,-1.015757,,,,
4807.038,-1.015497,,,,
4808.038,-1.015224,,,,
4809.038,-1.014887,,,,
4810.038,-1.014012,,,,
4811.038,-1.01338,,,,
4812.038,-1.015813,,,,
4813.038,-1.015071,,,,
4814.038,-1.013887,,,,
4815.038,-1.013913,,,,
4816.038,-1.013997,,,,
4817.038,-1.013183,,,,
4818.038,-1.013725,,,,
4819.038,-1.013782,,,,
4820.038,-1.014007,,,,
4821.038,-1.01352,,,,
4822.038,-1.014422,,,,
4823.038,-1.012934,,,,
4824.038,-1.012925,,,,
4825.038,-1.008088,,,,
4826.038,-1.005864,,,,
4827.038,-1.005969,,,,
4828.038,-1.006087,,,,
4829.038,-1.005816,,,,
4829.914,-1.005693,,,,
4829.916,-1.00559,,,,
4830.916,-1.004622,,,,
4831.916,-1.004607,,,,
4832.916,-1.005596,,,,
4833.916,-1.005703,,,,
4834.916,-1.008326,,,,
4835.916,-1.009469,,,,
4836.916,-1.008901,,,,
4837.916,-1.009028,,,,
4838.916,-1.008823,,,,
4839.916,-1.008169,,,,
4840.916,-1.008937,,,,
4841.916,-1.009335,,,,
4842.916,-1.009395,,,,
4843.916,-1.008952,,,,
4844.916,-1.008169,,,,
4845.916,-1.008359,,,,
4846.916,-1.00827,,,,
4847.916,-1.00957,,,,
4848.916,-1.008438,,,,
4849.916,-1.008996,,,,
4850.916,-1.009005,,,,
4851.916,-1.009568,,,,
4852.916,-1.009138,,,,
4853.916,-1.016544,,,,
4854.916,-1.031871,,,,
4855.916,-1.049204,,,,
4856.916,-1.065794,,,,
4857.916,-1.083275,,,,
4858.916,-1.101571,,,,
4859.916,-1.122242,,,,
4860.916,-1.142414,,,,
4861.916,-1.163515,,,,
4862.916,-1.185232,,,,
4863.916,-1.209317,,,,
4864.916,-1.233416,,,,
4865.916,-1.257866,,,,
