Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  33.79 0.012020 293.27   40.0
  33.81 0.011987 292.49    6.5
  33.82 0.011977 292.23  -13.9
  33.83 0.011981 292.32  -23.7
  33.84 0.007706 187.96 -356.3
  33.85 0.000427  10.41 %-1186.0
  33.86 -.003047 -74.29 %-2117.8
  33.87 -.004732 %-115.37 %-2968.6
  33.88 -.005550 %-135.30 %-3645.7
  33.90 -.005918 %-144.26 %-4105.2
  33.91 -.006133 %-149.50 %-4334.4
  33.92 -.006236 %-152.03 %-4319.2
  33.93 -.006320 %-154.06 %-4054.8
  33.94 -.006321 %-154.10 %-3537.0
  33.95 -.006286 %-153.24 %-2761.3
  33.96 -.006272 %-152.90 %-1728.8
  33.97 -.006283 %-153.18 -830.9
  33.99 -.006291 %-153.36 -399.7
  34.00 -.006247 %-152.30 -186.9
  34.01 -.006199 %-151.13  -78.8
  34.02 -.006212 %-151.44  -25.5
  34.03 -.006206 %-151.29    4.2
  34.04 -.006221 %-151.65   17.2
  34.05 -.006267 %-152.78   18.4
  34.06 -.006306 %-153.72    9.6
  34.07 0.000203   4.95  500.8
  34.09 0.006313 153.98 1374.1
  34.10 0.009234 225.26 2297.2
  34.11 0.010640 259.59 3110.8
  34.12 0.011316 276.09 3739.0
  34.13 0.011633 283.83 4149.3
  34.14 0.011807 288.07 4327.3
  34.15 0.011890 290.10 4258.6
  34.16 0.011941 291.34 3941.3
  34.18 0.011977 292.23 3371.6
  34.19 0.012009 293.00 2545.6
  34.20 0.012034 293.63 1462.4
  34.21 0.012080 294.74  717.6
  34.22 0.012068 294.45  361.2
  34.23 0.012048 293.97  188.4
  34.24 0.012041 293.79  103.6
  34.25 0.012010 293.05   58.4
  34.27 0.012028 293.48   33.6
  34.28 0.012025 293.39   18.9
  34.29 0.011978 292.26    5.0
  34.30 0.007024 171.32 -386.8
  34.31 0.000064   1.56 %-1241.9
  34.32 -.003258 -79.43 %-2182.9
  34.33 -.004890 %-119.20 %-3033.4
  34.34 -.005660 %-137.99 %-3702.3
  34.35 -.006058 %-147.68 %-4154.7
  34.37 -.006229 %-151.85 %-4368.6
  34.38 -.006279 %-153.07 %-4331.3
  34.39 -.006369 %-155.27 %-4047.4
  34.40 -.006408 %-156.23 %-3507.9
  34.41 -.006384 %-155.63 %-2709.0
  34.42 -.006386 %-155.69 %-1657.0
  34.43 -.006379 %-155.51 -798.3
  34.44 -.006420 %-156.51 -388.1
  34.46 -.006435 %-156.87 -190.3
  34.47 -.006384 %-155.63  -92.4
  34.48 -.006389 %-155.76  -44.0
  34.49 -.006376 %-155.44  -20.6
  34.50 -.006369 %-155.26   -7.7
  34.51 -.006374 %-155.38    2.2
  34.52 -.006361 %-155.07    6.3
  34.53 0.000665  16.21  546.8
  34.54 0.006539 159.48 1442.6
  34.56 0.009386 228.98 2376.6
  34.57 0.010709 261.27 3192.5
  34.58 0.011375 277.54 3817.1
  34.59 0.011737 286.36 4219.2
  34.60 0.011894 290.20 4383.9
  34.61 0.011965 291.93 4297.9
  34.62 0.012016 293.17 3960.3
  34.63 0.012023 293.35 3366.7
  34.65 0.012023 293.36 2515.4
  34.66 0.012036 293.68 1408.9
  34.67 0.012034 293.63  683.5
  34.68 0.012051 294.04  334.2
  34.69 0.012050 294.02  166.7
  34.70 0.012034 293.63   81.1
  34.71 0.012019 293.25   36.4
  34.72 0.012031 293.54   16.4
  34.73 0.012046 293.93    7.9
  34.75 0.012059 294.23    4.6
  34.76 0.006313 153.98 -437.7
  34.77 -.000264  -6.44 %-1305.5
  34.78 -.003408 -83.10 %-2243.1
  34.79 -.004934 %-120.29 %-3080.9
  34.80 -.005708 %-139.14 %-3741.0
  34.81 -.006075 %-148.11 %-4179.6
  34.82 -.006272 %-152.91 %-4380.0
  34.84 -.006380 %-155.54 %-4333.8
  34.85 -.006388 %-155.73 %-4032.0
  34.86 -.006364 %-155.14 %-3469.9
  34.87 -.006371 %-155.32 %-2649.6
  34.88 -.006376 %-155.43 %-1570.9
  34.89 -.006345 %-154.67 -754.7
  34.90 -.006343 %-154.63 -359.3
  34.91 -.006333 %-154.40 -163.9
  34.93 -.006334 %-154.42  -66.4
  34.94 -.006328 %-154.27  -19.1
  34.95 -.006339 %-154.52    2.7
  34.96 -.006341 %-154.58   10.1
  34.97 -.006373 %-155.37    6.1
  34.98 -.006414 %-156.37   -1.8
  34.99 0.001273  31.04  583.9
  35.00 0.006830 166.59 1489.7
  35.01 0.009470 231.02 2413.7
  35.03 0.010760 262.51 3218.3
  35.04 0.011398 278.09 3832.9
  35.05 0.011751 286.72 4227.4
  35.06 0.011927 291.01 4382.4
  35.07 0.011986 292.46 4287.2
  35.08 0.012039 293.74 3938.8
  35.09 0.012111 295.51 3338.8
  35.10 0.012124 295.81 2478.8
  35.12 0.012108 295.44 1355.1
  35.13 0.012117 295.66  671.6
  35.14 0.012074 294.61  338.2
  35.15 0.012070 294.50  171.2
  35.16 0.012048 293.96   83.5
  35.17 0.012015 293.16   33.3
  35.18 0.011984 292.40    4.2
  35.19 0.011962 291.88  -13.8
  35.21 0.011958 291.78  -27.2
  35.22 0.005728 139.71 -515.0
  35.23 -.000506 -12.33 %-1387.4
  35.24 -.003495 -85.22 %-2312.1
  35.25 -.004957 %-120.85 %-3132.0
  35.26 -.005673 %-138.29 %-3767.4
  35.27 -.006019 %-146.73 %-4184.5
  35.28 -.006221 %-151.65 %-4364.4
  35.29 -.006286 %-153.24 %-4295.5
  35.31 -.006304 %-153.68 %-3974.6
  35.32 -.006329 %-154.30 %-3402.2
  35.33 -.006319 %-154.06 %-2574.9
  35.34 -.006343 %-154.64 %-1494.0
  35.35 -.006344 %-154.66 -724.0
  35.36 -.006323 %-154.14 -350.3
  35.37 -.006332 %-154.36 -167.7
  35.38 -.006347 %-154.73  -79.3
  35.40 -.006341 %-154.59  -36.1
  35.41 -.006305 %-153.70  -12.2
  35.42 -.006290 %-153.34   -1.5
  35.43 -.006287 %-153.27    4.4
  35.44 -.006246 %-152.26   11.9
  35.45 0.002080  50.73  656.6
  35.46 0.007254 176.95 1582.6
  35.47 0.009733 237.44 2507.4
  35.49 0.010901 265.97 3297.3
  35.50 0.011465 279.74 3891.3
  35.51 0.011758 286.90 4258.3
  35.52 0.011890 290.10 4381.0
  35.53 0.012013 293.11 4258.6
  35.54 0.012034 293.62 3884.5
  35.55 0.012006 292.94 3253.0
  35.56 0.012017 293.22 2366.8
  35.58 0.012006 292.94 1227.4
  35.59 0.011989 292.52  588.0
  35.60 0.012005 292.91  281.6
  35.61 0.012037 293.70  136.7
  35.62 0.012064 294.35   67.9
  35.63 0.012048 293.96   33.0
  35.64 0.012056 294.16   17.1
  35.65 0.012066 294.40    9.9
  35.66 0.012075 294.62   12.1
  35.68 0.005074 123.75 -523.6
  35.69 -.000807 -19.69 %-1416.8
  35.70 -.003602 -87.82 %-2344.5
  35.71 -.004930 %-120.19 %-3156.9
  35.72 -.005607 %-136.70 %-3786.1
  35.73 -.005953 %-145.13 %-4194.2
  35.74 -.006090 %-148.46 %-4358.8
  35.75 -.006150 %-149.92 %-4271.9
  35.77 -.006179 %-150.64 %-3934.0
  35.78 -.006213 %-151.46 %-3343.1
  35.79 -.006217 %-151.56 %-2496.0
  35.80 -.006224 %-151.73 %-1392.8
  35.81 -.006257 %-152.54 -673.2
  35.82 -.006269 %-152.84 -330.7
  35.83 -.006277 %-153.02 -166.4
  35.84 -.006278 %-153.04  -85.4
  35.85 -.006261 %-152.63  -45.8
  35.87 -.006290 %-153.35  -30.8
  35.88 -.006279 %-153.07  -22.6
  35.89 -.006282 %-153.14  -17.4
  35.90 -.006255 %-152.50  -11.0
  35.91 0.002531  61.73  669.0
  35.92 0.007449 181.71 1604.8
  35.93 0.009780 238.58 2528.2
  35.94 0.010977 267.80 3317.0
  35.96 0.011516 280.97 3905.1
  35.97 0.011795 287.80 4265.3
  35.98 0.011951 291.61 4384.7
  35.99 0.011979 292.28 4252.8
  36.00 0.011991 292.57 3864.0
  36.01 0.012003 292.86 3221.5
  36.02 0.011964 291.92 2320.0
  36.03 0.011957 291.76 1165.1
  36.04 0.011955 291.69  553.8
  36.06 0.011978 292.26  259.6
  36.07 0.012029 293.50  118.0
  36.08 0.012027 293.45   53.6
  36.09 0.012018 293.24   22.9
  36.10 0.011993 292.61    8.6
  36.11 0.012028 293.47    8.5
  36.12 0.012031 293.56   10.1
  36.13 0.004521 110.27 -566.0
  36.15 -.001088 -26.53 %-1468.0
  36.16 -.003820 -93.13 %-2400.4
  36.17 -.005103 %-124.41 %-3211.2
  36.18 -.005696 %-138.87 %-3829.2
  36.19 -.005996 %-146.17 %-4221.2
  36.20 -.006169 %-150.40 %-4370.6
  36.21 -.006221 %-151.66 %-4269.5
  36.22 -.006238 %-152.08 %-3915.3
  36.24 -.006322 %-154.12 %-3314.6
  36.25 -.006321 %-154.10 %-2454.4
  36.26 -.006311 %-153.85 %-1336.5
  36.27 -.006322 %-154.12 -646.0
  36.28 -.006315 %-153.95 -313.2
  36.29 -.006301 %-153.60 -154.6
  36.30 -.006298 %-153.54  -77.6
  36.31 -.006280 %-153.09  -36.4
  36.32 -.006274 %-152.95  -13.8
  36.34 -.006258 %-152.55   -1.9
  36.35 -.006223 %-151.70    9.3
  36.36 -.005970 %-145.54   38.3
  36.37 0.003070  74.86  751.1
  36.38 0.007765 189.42 1694.0
  36.39 0.010050 245.18 2616.6
  36.40 0.011160 272.27 3394.9
  36.41 0.011687 285.15 3970.0
  36.43 0.011962 291.88 4315.8
  36.44 0.012088 294.94 4416.0
  36.45 0.012157 296.63 4266.1
  36.46 0.012182 297.25 3860.7
  36.47 0.012179 297.17 3198.5
  36.48 0.012177 297.13 2281.4
  36.49 0.012200 297.67 1131.5
  36.50 0.012178 297.15  547.4
  36.52 0.012190 297.44  263.8
  36.53 0.012172 296.99  124.6
  36.54 0.012155 296.57   55.3
  36.55 0.012195 297.56   23.3
  36.56 0.012159 296.69    6.4
  36.57 0.012153 296.53   -2.3
  36.58 0.012161 296.72   -5.0
  36.59 0.004178 101.89 -619.9
  36.60 -.001156 -28.20 %-1533.4
  36.62 -.003717 -90.62 %-2457.3
  36.63 -.004940 %-120.44 %-3250.9
  36.64 -.005536 %-134.97 %-3852.5
  36.65 -.005820 %-141.87 %-4227.0
  36.66 -.005955 %-145.18 %-4361.7
  36.67 -.006092 %-148.51 %-4254.9
  36.68 -.006185 %-150.79 %-3896.4
  36.69 -.006206 %-151.30 %-3285.6
  36.71 -.006261 %-152.63 %-2422.8
  36.72 -.006263 %-152.69 %-1301.9
  36.73 -.006290 %-153.35 -651.5
  36.74 -.006307 %-153.74 -340.9
  36.75 -.006331 %-154.33 -192.8
  36.76 -.006336 %-154.47 -119.8
  36.77 -.006317 %-154.00  -79.9
  36.78 -.006370 %-155.28  -58.9
  36.80 -.006374 %-155.39  -42.9
  36.81 -.006355 %-154.92  -31.9
  36.82 -.005754 %-140.27   20.4
  36.83 0.003330  81.21  763.4
  36.84 0.007762 189.34 1709.0
  36.85 0.009915 241.87 2624.1
  36.86 0.010948 267.10 3389.9
  36.87 0.011436 279.02 3950.8
  36.88 0.011682 285.04 4280.4
  36.90 0.011834 288.73 4369.1
  36.91 0.011921 290.86 4212.1
  36.92 0.011934 291.18 3796.3
  36.93 0.011989 292.53 3128.3
  36.94 0.012043 293.83 2209.3
  36.95 0.012070 294.50 1089.7
  36.96 0.012116 295.62  549.9
  36.97 0.012095 295.11  288.5
  36.98 0.012074 294.60  160.7
  37.00 0.012072 294.55   96.5
  37.01 0.012065 294.38   60.5
  37.02 0.012062 294.32   37.9
  37.03 0.012050 294.02   22.7
  37.04 0.012043 293.83   11.9
  37.05 0.003522  85.89 -655.2
  37.06 -.001577 -38.46 %-1591.8
  37.07 -.004024 -98.10 %-2521.7
  37.09 -.005251 %-128.02 %-3318.9
  37.10 -.005830 %-142.12 %-3914.0
  37.11 -.006113 %-149.03 %-4281.8
  37.12 -.006241 %-152.16 %-4406.7
  37.13 -.006300 %-153.58 %-4280.1
  37.14 -.006361 %-155.07 %-3901.9
  37.15 -.006365 %-155.16 %-3266.4
  37.16 -.006393 %-155.86 %-2376.6
  37.18 -.006413 %-156.34 %-1230.9
  37.19 -.006437 %-156.92 -604.1
  37.20 -.006449 %-157.22 -302.4
  37.21 -.006457 %-157.40 -155.5
  37.22 -.006477 %-157.90  -87.6
  37.23 -.006492 %-158.26  -56.3
  37.24 -.006438 %-156.94  -37.4
  37.25 -.006436 %-156.90  -25.4
  37.26 -.006451 %-157.27  -17.3
  37.28 -.005408 %-131.84   67.7
  37.29 0.003510  85.59  824.8
  37.30 0.007811 190.52 1772.1
  37.31 0.009940 242.51 2683.0
  37.32 0.010927 266.60 3438.9
  37.33 0.011454 279.47 3991.5
  37.34 0.011798 287.87 4319.5
  37.35 0.011914 290.69 4399.3
  37.37 0.011997 292.72 4226.8
  37.38 0.012071 294.53 3806.3
  37.39 0.012029 293.50 3123.9
  37.40 0.012043 293.84 2182.9
  37.41 0.012087 294.91 1081.3
  37.42 0.012064 294.35  543.7
  37.43 0.012015 293.15  273.8
  37.44 0.012038 293.73  140.5
  37.46 0.011988 292.49   63.9
  37.47 0.011967 291.98   18.7
  37.48 0.011974 292.15   -1.8
  37.49 0.011965 291.95  -14.9
  37.50 0.011746 286.60  -38.0
  37.51 0.002736  66.72 -744.4
  37.52 -.001967 -47.97 %-1685.6
  37.53 -.004238 %-103.32 %-2604.3
  37.55 -.005334 %-130.04 %-3375.6
  37.56 -.005901 %-143.87 %-3949.0
  37.57 -.006146 %-149.84 %-4294.3
  37.58 -.006298 %-153.55 %-4395.1
  37.59 -.006367 %-155.21 %-4249.3
  37.60 -.006400 %-156.01 %-3851.3
  37.61 -.006409 %-156.23 %-3196.4
  37.62 -.006437 %-156.93 %-2287.3
  37.63 -.006458 %-157.42 %-1142.3
  37.65 -.006451 %-157.25 -561.8
  37.66 -.006464 %-157.58 -281.3
  37.67 -.006451 %-157.26 -143.2
  37.68 -.006441 %-157.02  -73.1
  37.69 -.006452 %-157.28  -39.8
  37.70 -.006473 %-157.80  -22.8
  37.71 -.006438 %-156.96  -12.3
  37.72 -.006447 %-157.18   -6.8
  37.74 -.004011 -97.79  184.2
  37.75 0.004321 105.37  981.7
  37.76 0.008290 202.21 1931.9
  37.77 0.010168 248.06 2819.1
  37.78 0.011101 270.84 3546.1
  37.79 0.011582 282.58 4063.5
  37.80 0.011828 288.60 4348.7
  37.81 0.011936 291.23 4387.4
  37.83 0.011998 292.74 4172.9
  37.84 0.012048 293.97 3702.2
  37.85 0.012099 295.21 2979.6
  37.86 0.012094 295.10 1996.4
  37.87 0.012086 294.89  974.7
  37.88 0.012102 295.29  486.3
  37.89 0.012106 295.37  250.1
  37.90 0.012158 296.64  135.5
  37.91 0.012191 297.45   80.4
  37.93 0.012199 297.65   54.5
  37.94 0.012189 297.42   41.6
  37.95 0.012199 297.66   34.2
  37.96 0.011671 284.76  -11.9
  37.97 0.002546  62.08 -751.1
  37.98 -.001971 -48.05 %-1700.1
  37.99 -.004121 %-100.46 %-2618.0
  38.00 -.005217 %-127.18 %-3394.1
  38.02 -.005769 %-140.63 %-3969.1
  38.03 -.006023 %-146.84 %-4313.3
  38.04 -.006115 %-149.07 %-4406.4
  38.05 -.006238 %-152.07 %-4250.3
  38.06 -.006307 %-153.75 %-3840.9
  38.07 -.006331 %-154.34 %-3175.5
  38.08 -.006369 %-155.28 %-2253.0
  38.09 -.006370 %-155.29 %-1118.9
  38.11 -.006409 %-156.25 -565.6
  38.12 -.006433 %-156.84 -299.3
  38.13 -.006446 %-157.15 -167.1
  38.14 -.006441 %-157.03 -101.5
  38.15 -.006417 %-156.44  -67.1
  38.16 -.006395 %-155.89  -45.0
  38.17 -.006429 %-156.72  -28.7
  38.18 -.006416 %-156.42  -18.2
  38.20 -.003080 -75.09  245.0
  38.21 0.004747 115.77 1062.8
  38.22 0.008492 207.16 2010.6
  38.23 0.010274 250.65 2887.5
  38.24 0.011127 271.47 3593.8
  38.25 0.011537 281.48 4084.3
  38.26 0.011749 286.65 4338.5
  38.27 0.011881 289.89 4348.9
  38.28 0.011916 290.73 4107.8
  38.30 0.011959 291.80 3615.8
  38.31 0.011965 291.93 2864.4
  38.32 0.011942 291.39 1855.0
  38.33 0.011957 291.75  893.2
  38.34 0.011953 291.66  432.2
  38.35 0.011959 291.78  211.3
  38.36 0.011966 291.96  104.5
  38.37 0.012004 292.88   54.6
  38.39 0.011999 292.77   29.3
  38.40 0.011954 291.67   13.4
  38.41 0.011983 292.38    8.9
  38.42 0.010591 258.39 -101.1
  38.43 0.001786  43.54 -866.1
  38.44 -.002417 -58.92 %-1811.5
  38.45 -.004457 %-108.65 %-2714.5
  38.46 -.005432 %-132.42 %-3461.8
  38.48 -.005951 %-145.08 %-4006.1
  38.49 -.006230 %-151.89 %-4320.9
  38.50 -.006389 %-155.76 %-4393.0
  38.51 -.006450 %-157.25 %-4209.5
  38.52 -.006480 %-157.98 %-3770.6
  38.53 -.006467 %-157.66 %-3076.4
  38.54 -.006470 %-157.72 %-2122.1
  38.55 -.006465 %-157.60 %-1035.9
  38.56 -.006478 %-157.92 -513.0
  38.58 -.006472 %-157.78 -256.1
  38.59 -.006510 %-158.71 -130.8
  38.60 -.006493 %-158.28  -64.0
  38.61 -.006493 %-158.30  -29.6
  38.62 -.006534 %-159.30  -16.1
  38.63 -.006510 %-158.71  -11.0
  38.64 -.006486 %-158.11   -7.9
  38.65 -.002390 -58.27  307.9
  38.66 0.005023 122.52 1137.9
  38.68 0.008578 209.24 2080.5
  38.69 0.010275 250.66 2943.8
  38.70 0.011103 270.89 3635.6
  38.71 0.011521 281.10 4114.2
  38.72 0.011718 285.90 4352.8
  38.73 0.011828 288.58 4346.5
  38.74 0.011906 290.49 4089.9
  38.75 0.011966 291.95 3576.9
  38.77 0.011962 291.88 2807.0
  38.78 0.011973 292.13 1781.8
  38.79 0.011982 292.36  871.3
  38.80 0.011996 292.70  434.6
  38.81 0.012030 293.53  226.2
  38.82 0.012044 293.87  125.0
  38.83 0.012035 293.65   73.6
  38.84 0.012027 293.44   46.6
  38.86 0.012046 293.92   32.0
  38.87 0.012087 294.93   25.9
  38.88 0.009966 243.12 -140.1
  38.89 0.001495  36.46 -925.2
  38.90 -.002510 -61.20 %-1872.2
  38.91 -.004412 %-107.56 %-2761.9
  38.92 -.005378 %-131.10 %-3495.9
  38.93 -.005863 %-142.93 %-4023.0
  38.94 -.006073 %-148.04 %-4313.5
  38.96 -.006132 %-149.48 %-4353.9
  38.97 -.006196 %-151.04 %-4145.9
  38.98 -.006259 %-152.58 %-3688.5
  38.99 -.006254 %-152.47 %-2973.2
  39.00 -.006262 %-152.66 %-1998.8
  39.01 -.006244 %-152.22 -959.4
  39.02 -.006253 %-152.43 -464.3
  39.03 -.006299 %-153.56 -228.4
  39.05 -.006285 %-153.22 -111.3
  39.06 -.006321 %-154.10  -58.5
  39.07 -.006329 %-154.30  -37.2
  39.08 -.006312 %-153.89  -27.2
  39.09 -.006318 %-154.01  -19.6
  39.10 -.006307 %-153.76  -14.5
  39.11 -.001539 -37.52  353.1
  39.12 0.005503 134.22 1196.8
  39.14 0.008873 216.44 2134.7
  39.15 0.010467 255.35 2985.3
  39.16 0.011312 276.00 3666.5
  39.17 0.011685 285.10 4126.5
  39.18 0.011884 289.95 4351.6
  39.19 0.011996 292.70 4327.9
  39.20 0.012028 293.47 4049.7
  39.21 0.012075 294.63 3519.9
  39.22 0.012079 294.71 2732.8
  39.24 0.012066 294.42 1688.3
  39.25 0.012055 294.13  819.2
  39.26 0.012052 294.07  399.9
  39.27 0.012052 294.06  195.3
  39.28 0.012037 293.69   90.1
  39.29 0.012033 293.59   39.5
  39.30 0.012062 294.31   15.0
  39.31 0.012053 294.08    2.6
  39.33 0.012075 294.62   -0.2
  39.34 0.009049 220.75 -234.2
  39.35 0.001092  26.63 %-1034.4
  39.36 -.002726 -66.46 %-1974.2
  39.37 -.004555 %-111.05 %-2848.7
  39.38 -.005401 %-131.67 %-3556.7
  39.39 -.005872 %-143.15 %-4057.0
  39.40 -.006119 %-149.17 %-4325.6
  39.42 -.006218 %-151.58 %-4349.1
  39.43 -.006256 %-152.51 %-4120.5
  39.44 -.006308 %-153.77 %-3637.4
  39.45 -.006335 %-154.44 %-2900.3
  39.46 -.006347 %-154.73 %-1905.0
  39.47 -.006354 %-154.90 -927.8
  39.48 -.006364 %-155.13 -459.5
  39.49 -.006329 %-154.28 -231.3
  39.50 -.006331 %-154.34 -119.0
  39.52 -.006324 %-154.17  -58.3
  39.53 -.006332 %-154.37  -28.1
  39.54 -.006362 %-155.10  -16.2
  39.55 -.006377 %-155.46  -11.0
  39.56 -.006348 %-154.74   -4.8
  39.57 -.001160 -28.28  396.8
  39.58 0.005647 137.73 1247.5
  39.59 0.008932 217.89 2182.4
  39.60 0.010476 255.58 3021.9
  39.62 0.011255 274.60 3685.1
  39.63 0.011701 285.50 4139.5
  39.64 0.011893 290.19 4356.3
  39.65 0.011980 292.30 4325.4
  39.66 0.012041 293.79 4042.4
  39.67 0.012047 293.95 3500.3
  39.68 0.012061 294.29 2700.4
  39.69 0.012095 295.12 1647.9
  39.71 0.012099 295.21  809.1
  39.72 0.012101 295.26  403.7
  39.73 0.012097 295.17  206.5
  39.74 0.012050 294.02  101.8
  39.75 0.012048 293.97   45.8
  39.76 0.012058 294.21   20.1
  39.77 0.012048 293.96    6.1
  39.78 0.012077 294.68    0.0
  39.80 0.008471 206.64 -279.5
  39.81 0.000783  19.09 %-1100.0
  39.82 -.002854 -69.59 %-2041.3
  39.83 -.004621 %-112.66 %-2906.6
  39.84 -.005485 %-133.71 %-3604.2
  39.85 -.005890 %-143.59 %-4086.8
  39.86 -.006087 %-148.40 %-4333.3
  39.87 -.006192 %-150.96 %-4337.7
  39.89 -.006267 %-152.78 %-4093.0
  39.90 -.006285 %-153.21 %-3592.4
  39.91 -.006302 %-153.63 %-2837.6
  39.92 -.006340 %-154.56 %-1826.4
  39.93 -.006355 %-154.93 -886.9
  39.94 -.006359 %-155.03 -439.4
  39.95 -.006360 %-155.05 -222.7
  39.96 -.006361 %-155.08 -117.6
  39.97 -.006378 %-155.49  -67.9
  39.99 -.006410 %-156.26  -45.0
  40.00 -.006417 %-156.43  -33.3
  40.01 -.006350 %-154.80  -21.4
  40.02 -.006364 %-155.15  -15.2
  40.03 -.000396  -9.65  449.7
  40.04 0.006094 148.63 1329.9
  40.05 0.009150 223.21 2268.5
  40.06 0.010664 260.17 3105.6
  40.08 0.011454 279.46 3765.2
  40.09 0.011799 287.88 4202.1
  40.10 0.011983 292.37 4399.1
  40.11 0.012095 295.12 4346.6
  40.12 0.012116 295.62 4034.5
  40.13 0.012152 296.51 3465.4
  40.14 0.012163 296.78 2643.5
  40.15 0.012178 297.13 1562.5
  40.16 0.012197 297.60  765.9
  40.18 0.012178 297.13  381.6
  40.19 0.012130 295.97  186.5
  40.20 0.012140 296.21   88.2
  40.21 0.012123 295.80   39.8
  40.22 0.012103 295.30   11.8
  40.23 0.012108 295.43   -3.2
  40.24 0.012100 295.24  -10.4
  40.25 0.007938 193.64 -336.2
  40.27 0.000590  14.37 %-1165.6
  40.28 -.002880 -70.22 %-2099.0
  40.29 -.004577 %-111.57 %-2951.0
  40.30 -.005400 %-131.65 %-3630.3
  40.31 -.005817 %-141.81 %-4097.2
  40.32 -.006044 %-147.33 %-4334.2
  40.33 -.006198 %-151.11 %-4328.0
  40.34 -.006303 %-153.65 %-4074.8
  40.35 -.006362 %-155.09 %-3570.3
  40.37 -.006377 %-155.47 %-2808.2
  40.38 -.006365 %-155.17 %-1787.3
  40.39 -.006338 %-154.52 -884.8
  40.40 -.006298 %-153.54 -447.8
  40.41 -.006280 %-153.10 -228.3
  40.42 -.006271 %-152.87 -114.8
  40.43 -.006275 %-152.97  -52.7
  40.44 -.006267 %-152.77  -15.7
  40.46 -.006250 %-152.37    8.3
  40.47 -.006229 %-151.85   22.8
  40.48 -.006241 %-152.15   27.3
  40.49 0.000277   6.76  526.7
  40.50 0.006398 156.06 1402.8
  40.51 0.009351 228.12 2328.6
  40.52 0.010773 262.83 3146.5
  40.53 0.011459 279.59 3781.7
  40.54 0.011769 287.16 4193.9
  40.56 0.011889 290.08 4363.8
  40.57 0.011956 291.72 4284.5
  40.58 0.012014 293.12 3955.4
  40.59 0.011983 292.38 3369.7
  40.60 0.011998 292.75 2532.1
  40.61 0.012047 293.93 1442.1
  40.62 0.012055 294.15  689.3
  40.63 0.012065 294.39  329.0
  40.65 0.012084 294.84  159.4
  40.66 0.012075 294.63   80.2
  40.67 0.012069 294.49   44.8
  40.68 0.012072 294.56   29.3
  40.69 0.012072 294.54   20.4
  40.70 0.012063 294.34   14.4
  40.71 0.007227 176.29 -360.2
  40.72 0.000203   4.95 %-1210.9
  40.74 -.003148 -76.76 %-2153.1
  40.75 -.004739 %-115.53 %-3001.3
  40.76 -.005506 %-134.23 %-3672.9
  40.77 -.005938 %-144.75 %-4131.2
  40.78 -.006156 %-150.07 %-4352.7
  40.79 -.006285 %-153.21 %-4329.8
  40.80 -.006336 %-154.47 %-4054.6
  40.81 -.006387 %-155.69 %-3525.5
  40.83 -.006382 %-155.59 %-2738.0
  40.84 -.006376 %-155.44 %-1692.6
  40.85 -.006359 %-155.02 -828.0
  40.86 -.006358 %-154.99 -411.9
  40.87 -.006412 %-156.31 -212.9
  40.88 -.006395 %-155.90 -111.4
  40.89 -.006372 %-155.34  -54.8
  40.90 -.006384 %-155.64  -26.2
  40.91 -.006394 %-155.87  -11.9
  40.93 -.006445 %-157.11   -9.9
  40.94 -.006426 %-156.66   -8.9
  40.95 0.000550  13.42  525.1
  40.96 0.006426 156.73 1414.6
  40.97 0.009238 225.36 2342.0
  40.98 0.010649 259.80 3161.2
  40.99 0.011347 276.84 3796.4
  41.00 0.011692 285.27 4205.6
  41.02 0.011925 290.97 4381.1
  41.03 0.012042 293.81 4311.4
  41.04 0.012081 294.78 3986.1
  41.05 0.012089 294.97 3402.3
  41.06 0.012062 294.30 2553.2
  41.07 0.012068 294.45 1447.4
  41.08 0.012085 294.86  718.2
  41.09 0.012115 295.59  364.0
  41.10 0.012134 296.06  187.5
  41.12 0.012161 296.73  100.9
  41.13 0.012183 297.26   58.3
  41.14 0.012140 296.20   32.1
  41.15 0.012104 295.33   18.1
  41.16 0.012089 294.97   11.1
  41.17 0.006619 161.44 -414.1
  41.18 -.000103  -2.51 %-1279.2
  41.19 -.003313 -80.76 %-2223.0
  41.21 -.004873 %-118.81 %-3071.2
  41.22 -.005602 %-136.56 %-3736.9
  41.23 -.005945 %-144.92 %-4178.8
  41.24 -.006110 %-148.95 %-4379.1
  41.25 -.006254 %-152.46 %-4332.7
  41.26 -.006305 %-153.71 %-4030.8
  41.27 -.006369 %-155.26 %-3479.0
  41.28 -.006392 %-155.82 %-2673.5
  41.29 -.006365 %-155.16 %-1608.5
  41.31 -.006351 %-154.82 -782.0
  41.32 -.006338 %-154.50 -384.2
  41.33 -.006303 %-153.66 -188.3
  41.34 -.006294 %-153.43  -91.7
  41.35 -.006285 %-153.23  -40.7
  41.36 -.006275 %-152.97  -10.6
  41.37 -.006293 %-153.41    7.8
  41.38 -.006315 %-153.94   14.0
  41.40 -.006308 %-153.78   16.8
  41.41 0.001242  30.29  594.5
  41.42 0.006844 166.94 1494.7
  41.43 0.009525 232.36 2418.5
  41.44 0.010811 263.75 3220.4
  41.45 0.011436 279.01 3831.6
  41.46 0.011750 286.69 4221.6
  41.47 0.011905 290.47 4371.8
  41.49 0.011970 292.07 4273.3
  41.50 0.012018 293.22 3924.1
