Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   4.98 0.005250 128.04   12.7
   4.99 0.005255 128.17   12.5
   5.00 0.005261 128.32   12.4
   5.01 0.005268 128.48   12.3
   5.02 0.005273 128.61   12.2
   5.03 0.005279 128.76   12.1
   5.05 0.005285 128.90   12.0
   5.06 0.005290 129.02   11.9
   5.07 0.005297 129.18   11.8
   5.08 0.005302 129.31   11.8
   5.09 0.005307 129.44   11.6
   5.10 0.005314 129.60   11.6
   5.11 0.005319 129.72   11.5
   5.12 0.005324 129.85   11.4
   5.14 0.005330 129.99   11.3
   5.15 0.005335 130.11   11.2
   5.16 0.005341 130.26   11.2
   5.17 0.005346 130.38   11.1
   5.18 0.005351 130.51   11.0
   5.19 0.005357 130.65   10.9
   5.20 0.005361 130.76   10.9
   5.22 0.005366 130.88   10.7
   5.23 0.005372 131.02   10.6
   5.24 0.005377 131.14   10.6
   5.25 0.005382 131.26   10.5
   5.26 0.005388 131.42   10.5
   5.27 0.005393 131.53   10.5
   5.28 0.005398 131.64   10.4
   5.29 0.005403 131.78   10.4
   5.30 0.005408 131.89   10.3
   5.32 0.005412 132.00   10.3
   5.33 0.005418 132.14   10.2
   5.34 0.005422 132.24   10.1
   5.35 0.005427 132.36   10.0
   5.36 0.005433 132.50   10.0
   5.37 0.005436 132.58    9.9
   5.38 0.005441 132.70    9.7
   5.39 0.005447 132.84    9.7
   5.41 0.005450 132.92    9.6
   5.42 0.005455 133.03    9.4
   5.43 0.005460 133.17    9.4
   5.44 0.005464 133.26    9.3
   5.45 0.005468 133.37    9.2
   5.46 0.005475 133.52    9.3
   5.47 0.005478 133.61    9.2
   5.48 0.005482 133.71    9.2
   5.50 0.005487 133.83    9.3
   5.51 0.005491 133.93    9.2
   5.52 0.005495 134.03    9.1
   5.53 0.005501 134.16    9.1
   5.54 0.005505 134.25    9.1
   5.55 0.005508 134.35    8.9
   5.56 0.005514 134.48    8.9
   5.57 0.005517 134.55    8.8
   5.59 0.005521 134.66    8.6
   5.60 0.005526 134.78    8.7
   5.61 0.005529 134.85    8.5
   5.62 0.005533 134.95    8.4
   5.63 0.005538 135.07    8.4
   5.64 0.005541 135.14    8.2
   5.65 0.005545 135.24    8.1
   5.66 0.005550 135.36    8.1
   5.68 0.005553 135.43    8.0
   5.69 0.005556 135.51    7.9
   5.70 0.005560 135.60    7.8
   5.71 0.005563 135.69    7.7
   5.72 0.005566 135.76    7.5
   5.73 0.005572 135.89    7.6
   5.74 0.005575 135.97    7.5
   5.75 0.005579 136.06    7.4
   5.77 0.005583 136.16    7.5
   5.78 0.005586 136.24    7.4
   5.79 0.005589 136.31    7.3
   5.80 0.005594 136.43    7.4
   5.81 0.005596 136.49    7.4
   5.82 0.005599 136.55    7.2
   5.83 0.005603 136.64    7.1
   5.84 0.005607 136.75    7.1
   5.86 0.005610 136.82    6.9
   5.87 0.005613 136.91    6.9
   5.88 0.005615 136.95    6.7
   5.89 0.005619 137.04    6.6
   5.90 0.005622 137.12    6.6
   5.91 0.005624 137.16    6.4
   5.92 0.005628 137.25    6.2
